1, 500, 42.0, 0.0, 42.0, 0.0, '32V94R', 299, 398, 19, 69, 102, 10, 1, 12, 19, 12
1, 500, 34.0, 0.0, 34.0, 0.0, 'ZX9MHR', 299, 401, 20, 71, 100, 10, 2, 14, 31, 7
1, 500, 56.0, 0.0, 56.0, 0.0, 'WJ47MI', 300, 401, 19, 70, 103, 10, 3, 11, 20, 7
1, 500, 22.0, 0.0, 22.0, 0.0, 'MELW9H', 299, 393, 20, 72, 96, 10, 3, 16, 27, 11
1, 500, 208.0, 0.0, 208.0, 0.0, 'HNM5CH', 295, 395, 19, 69, 101, 10, 2, 19, 22, 8
1, 500, 28.0, 0.0, 28.0, 0.0, 'RCQVZW', 299, 395, 19, 70, 103, 9, 2, 14, 25, 13
1, 500, 83.0, 0.0, 83.0, 0.0, 'K5JBO2', 298, 399, 20, 70, 95, 10, 3, 15, 23, 13
1, 500, 112.0, 0.0, 112.0, 0.0, 'XI7DM6', 302, 398, 19, 68, 96, 10, 2, 22, 20, 10
1, 500, 26.0, 0.0, 26.0, 0.0, 'BD3JR0', 299, 400, 20, 69, 98, 10, 2, 18, 22, 9
1, 500, 21.0, 0.0, 21.0, 0.0, 'T0YLFR', 296, 397, 20, 67, 100, 10, 3, 15, 23, 7
1, 500, 56.0, 0.0, 56.0, 0.0, '7KNOFS', 299, 400, 20, 67, 100, 10, 1, 13, 27, 9
1, 500, 159.0, 0.0, 159.0, 0.0, '9HNVXA', 298, 399, 19, 68, 99, 9, 3, 15, 22, 3
1, 500, 30.0, 0.0, 30.0, 0.0, 'U3TM3Z', 297, 401, 20, 69, 101, 9, 3, 16, 27, 13
1, 500, 25.0, 0.0, 25.0, 0.0, '8ZP5AP', 299, 405, 19, 68, 102, 9, 3, 18, 22, 12
1, 500, 19.0, 0.0, 19.0, 0.0, 'KUMWNB', 300, 399, 19, 67, 100, 10, 2, 11, 19, 5
1, 500, 23.0, 0.0, 23.0, 0.0, 'KXMCSJ', 298, 394, 19, 66, 100, 10, 4, 15, 18, 8
1, 500, 343.0, 0.0, 343.0, 0.0, 'FUMKTU', 297, 404, 21, 70, 99, 9, 3, 16, 24, 11
1, 500, 34.0, 0.0, 34.0, 0.0, '9M3QCG', 302, 395, 19, 69, 100, 9, 2, 15, 25, 5
1, 500, 33.0, 0.0, 33.0, 0.0, 'TQ5NX7', 296, 397, 19, 70, 100, 9, 3, 20, 29, 11
1, 500, 30.0, 0.0, 30.0, 0.0, 'T5NLAZ', 295, 396, 20, 71, 96, 9, 3, 14, 28, 7
1, 500, 17.0, 0.0, 17.0, 0.0, 'NDM8XD', 302, 399, 20, 71, 99, 11, 4, 18, 25, 9
1, 500, 33.0, 0.0, 33.0, 0.0, 'XJ1R8T', 295, 403, 19, 68, 101, 9, 2, 19, 29, 10
1, 500, 30.0, 0.0, 30.0, 0.0, 'HXSKGH', 297, 392, 21, 68, 104, 9, 3, 18, 22, 9
1, 500, 38.0, 0.0, 38.0, 0.0, 'E0FGYV', 301, 402, 19, 68, 100, 9, 2, 17, 27, 11
1, 500, 63.0, 0.0, 63.0, 0.0, 'ZRHF47', 300, 401, 19, 69, 102, 10, 3, 15, 22, 10
1, 500, 27.0, 0.0, 27.0, 0.0, 'X07P5F', 299, 395, 20, 72, 96, 9, 4, 21, 22, 9
1, 500, 31.0, 0.0, 31.0, 0.0, 'AYXOH7', 297, 400, 20, 72, 99, 9, 3, 16, 23, 7
1, 500, 75.0, 0.0, 75.0, 0.0, 'WFX7PY', 301, 396, 18, 71, 99, 11, 3, 14, 28, 10
1, 500, 73.0, 0.0, 73.0, 0.0, '0S8Y0O', 298, 393, 19, 67, 102, 10, 2, 17, 23, 12
1, 500, 20.0, 0.0, 20.0, 0.0, 'EBSOKB', 297, 399, 21, 70, 100, 10, 2, 16, 25, 8
1, 500, 26.0, 0.0, 26.0, 0.0, 'ASAL20', 300, 405, 19, 72, 99, 10, 2, 14, 28, 10
1, 500, 46.0, 0.0, 46.0, 0.0, 'MHSQ4E', 298, 400, 20, 69, 101, 9, 1, 18, 25, 9
1, 500, 25.0, 0.0, 25.0, 0.0, 'TJKHNI', 299, 405, 19, 71, 98, 9, 2, 8, 25, 9
1, 500, 17.0, 0.0, 17.0, 0.0, 'WKJ3SS', 300, 399, 20, 70, 95, 9, 1, 12, 22, 9
1, 500, 32.0, 0.0, 32.0, 0.0, 'BFNLJT', 298, 401, 20, 71, 101, 10, 3, 19, 24, 7
1, 500, 27.0, 0.0, 27.0, 0.0, '2M0WAC', 302, 398, 19, 67, 103, 10, 2, 17, 28, 14
1, 500, 36.0, 0.0, 36.0, 0.0, 'LLY3SO', 299, 397, 20, 71, 99, 10, 5, 18, 23, 12
1, 500, 23.0, 0.0, 23.0, 0.0, '644NBR', 297, 396, 19, 68, 98, 9, 1, 20, 26, 9
1, 500, 21.0, 0.0, 21.0, 0.0, 'D6VGGI', 300, 395, 20, 73, 98, 10, 2, 12, 23, 9
1, 500, 127.0, 0.0, 127.0, 0.0, '7ANZYT', 303, 403, 20, 70, 98, 9, 4, 13, 28, 8
1, 500, 95.0, 0.0, 95.0, 0.0, 'OGMHTE', 297, 398, 19, 72, 100, 10, 2, 17, 25, 12
1, 500, 40.0, 0.0, 40.0, 0.0, 'TW28BG', 303, 398, 18, 69, 102, 9, 3, 18, 26, 10
1, 500, 23.0, 0.0, 23.0, 0.0, 'UPBCRH', 301, 404, 19, 67, 98, 9, 2, 15, 22, 9
1, 500, 27.0, 0.0, 27.0, 0.0, 'T707N2', 303, 400, 20, 68, 96, 9, 4, 13, 25, 7
1, 500, 26.0, 0.0, 26.0, 0.0, 'CX6ABL', 298, 396, 20, 68, 101, 10, 4, 14, 26, 11
