wolfCount,wolfEnergy,wolfRepro,wolfFatigue,grassCount,grassEnergy,grassRepro,grassFatigue,rabbitCount,rabbitEnergy,rabbitRepro,rabbitFatigue
28,523.2,955.7,10.5,59,93.9,129.2,3.0,103,86.7,179.1,6.1
29,505.8,955.8,10.6,57,94.2,128.6,2.4,94,92.5,179.1,6.1
29,512.1,955.8,10.6,54,97.0,129.4,2.2,91,88.7,179.1,6.1
30,500.4,955.8,10.5,40,103.9,131.6,1.9,86,90.5,179.0,6.1
30,514.7,955.8,10.5,37,96.2,132.1,1.6,79,87.1,179.0,6.2
30,521.8,955.8,10.5,41,91.7,130.7,1.7,67,88.3,178.7,6.2
30,520.7,955.8,10.5,45,92.3,130.4,1.7,61,88.3,178.9,6.1
30,525.1,955.8,10.5,53,96.5,128.0,1.4,58,78.3,178.9,6.1
30,521.0,955.8,10.5,50,99.7,129.1,1.1,52,88.8,178.6,6.1
30,523.6,955.8,10.5,57,100.1,128.7,0.9,46,87.2,178.6,6.2
30,524.5,955.8,10.5,65,97.9,128.2,1.1,41,84.4,178.6,6.1
30,532.3,955.8,10.5,72,95.7,128.5,1.4,35,73.3,178.6,6.2
30,528.1,955.8,10.5,78,96.5,128.4,1.6,33,72.1,178.4,6.2
29,546.6,955.8,10.5,94,94.9,129.2,1.7,29,64.9,178.3,6.3
29,543.6,955.8,10.7,104,99.4,129.7,1.5,25,54.0,178.2,6.2
29,537.4,955.8,10.7,107,107.3,129.4,1.6,20,52.5,178.0,6.2
29,526.8,955.8,10.7,120,106.2,129.0,1.8,19,58.8,178.0,6.1
29,516.5,955.8,10.7,129,109.6,128.9,2.0,19,63.8,178.0,6.1
29,509.8,955.8,10.7,144,110.4,128.8,2.1,19,55.2,178.0,6.2
29,502.0,955.8,10.7,151,115.3,128.3,2.1,17,63.2,178.0,6.2
29,491.8,955.8,10.7,167,115.3,128.4,2.2,18,66.1,177.9,6.4
29,482.2,955.8,10.7,174,117.7,128.5,2.4,17,81.9,177.4,6.6
29,480.6,955.8,10.7,184,117.9,128.4,2.5,15,86.5,177.6,6.7
29,474.1,955.8,10.7,195,121.0,128.0,2.6,15,86.6,177.5,6.8
29,467.2,955.8,10.7,205,122.4,127.8,2.7,12,130.8,177.5,6.9
29,467.7,955.8,10.7,216,123.1,127.9,2.8,10,143.7,177.6,7.0
29,459.7,955.8,10.7,229,124.5,127.9,2.9,11,137.2,177.5,6.9
29,452.5,955.8,10.7,245,124.7,127.6,3.1,14,113.6,177.9,6.9
29,445.8,955.8,10.7,256,124.7,127.3,3.2,17,123.6,177.8,6.6
29,437.8,955.8,10.7,265,126.2,127.4,3.3,22,122.3,178.1,6.5
29,429.7,955.8,10.7,276,124.0,127.5,3.4,29,133.0,177.8,6.4
29,418.6,955.7,10.6,283,122.7,127.0,3.5,37,138.8,177.8,6.4
28,434.2,956.1,10.4,291,121.4,127.0,3.7,42,141.0,177.8,6.4
28,437.4,956.1,10.4,285,125.6,127.3,3.7,46,140.1,177.9,6.3
29,420.7,956.3,10.4,289,125.4,127.3,3.8,56,122.5,177.9,6.3
30,414.8,956.2,10.5,291,118.7,127.6,3.9,61,131.3,177.8,6.4
30,435.1,956.2,10.5,288,121.1,127.4,3.9,61,125.6,178.0,6.3
31,442.1,956.2,10.5,289,123.9,127.8,4.0,57,118.2,177.9,6.3
31,459.4,956.2,10.5,295,123.5,128.2,4.1,53,117.8,178.1,6.3
31,463.9,956.2,10.5,299,125.0,127.6,4.1,55,117.7,178.0,6.3
31,471.8,956.2,10.5,302,126.8,127.7,4.1,53,122.6,178.0,6.2
30,501.7,956.2,10.5,303,128.4,127.7,4.2,55,112.5,177.8,6.3
31,485.1,956.2,10.4,315,123.2,127.7,4.2,57,128.8,177.9,6.2
32,476.1,956.2,10.5,315,121.1,127.7,4.3,63,128.7,177.9,6.2
32,499.0,956.2,10.5,299,122.4,127.5,4.3,60,138.3,178.1,6.2
33,485.7,956.2,10.4,308,118.8,127.4,4.3,70,124.9,178.1,6.4
34,466.6,956.2,10.4,304,120.4,127.3,4.3,79,124.9,178.2,6.4
34,476.2,956.2,10.4,291,121.8,127.0,4.3,90,116.4,178.1,6.5
34,484.6,956.2,10.4,290,122.3,126.9,4.4,92,116.6,178.2,6.5
35,471.4,956.2,10.4,295,119.7,126.9,4.4,100,112.7,178.2,6.5
36,469.6,956.2,10.4,282,123.5,126.6,4.4,100,111.7,178.2,6.4
36,474.5,956.2,10.4,273,125.2,126.1,4.4,109,107.6,178.2,6.4
38,452.9,956.3,10.3,271,125.2,126.0,4.4,110,109.2,178.1,6.4
38,473.3,956.3,10.3,256,129.7,125.8,4.5,100,111.9,178.1,6.3
38,492.5,956.3,10.3,250,130.1,126.0,4.6,96,106.3,177.9,6.4
37,520.7,956.3,10.3,253,127.8,126.1,4.5,95,102.5,177.9,6.3
38,512.8,956.2,10.3,231,128.8,126.2,4.3,98,107.6,177.9,6.3
37,532.1,956.2,10.3,223,128.8,125.8,4.1,106,104.5,177.7,6.3
38,521.5,956.2,10.1,199,129.2,126.1,4.1,109,113.8,177.4,6.3
38,533.0,956.2,10.1,186,126.3,125.7,4.2,116,106.8,177.5,6.3
38,551.9,956.2,10.1,169,125.0,126.7,4.2,113,103.8,177.3,6.3
37,581.5,956.1,10.1,165,119.9,126.8,3.9,113,98.2,177.3,6.3
36,610.6,956.1,10.1,161,118.0,127.0,3.7,112,96.4,177.5,6.2
38,577.8,956.2,10.1,142,119.5,128.0,3.6,112,100.5,177.4,6.2
39,564.3,956.0,10.0,120,116.3,128.6,3.5,115,105.0,177.6,6.2
41,545.2,956.0,9.9,118,107.7,128.2,3.4,116,97.6,177.6,6.2
41,550.1,956.0,9.9,103,101.6,128.2,3.1,113,101.8,177.6,6.2
42,541.5,956.1,9.8,101,94.5,128.5,2.8,110,98.4,177.4,6.3
42,548.1,956.1,9.8,88,96.4,129.1,2.6,109,94.5,177.5,6.3
43,542.2,956.0,9.8,87,96.1,129.7,2.1,100,94.2,177.6,6.4
44,536.7,956.0,9.8,80,102.2,130.3,1.9,96,86.0,177.4,6.4
45,528.6,956.0,9.8,86,100.1,130.1,2.0,88,80.5,177.3,6.5
46,519.9,956.0,9.9,90,102.7,129.1,1.9,76,77.5,177.3,6.6
46,523.5,956.0,9.9,95,101.2,129.1,2.1,67,74.3,177.1,6.8
47,511.4,956.0,9.9,104,100.4,129.0,2.2,58,75.7,177.2,6.9
48,500.8,956.1,9.9,110,100.3,128.4,2.3,46,83.6,177.0,6.8
48,496.3,956.1,9.9,111,103.4,129.0,2.3,48,81.2,177.2,6.8
48,491.7,956.1,9.9,110,104.4,128.2,2.5,41,100.1,177.2,6.9
48,484.9,956.1,9.9,114,103.2,128.4,2.6,48,90.8,177.2,6.8
48,486.6,956.1,9.9,116,99.6,128.8,2.6,43,101.3,177.0,7.0
47,496.0,956.0,9.9,122,102.3,129.1,2.7,41,93.2,176.9,7.0
49,470.1,956.2,9.9,130,105.4,128.9,2.8,40,86.9,176.9,7.0
49,470.2,956.2,9.9,136,108.7,128.6,2.7,33,90.0,177.1,6.9
49,466.5,956.2,9.9,136,109.7,128.1,2.9,33,91.4,177.3,6.9
49,467.3,956.2,9.9,136,109.7,127.9,3.0,27,104.1,177.3,6.9
49,463.9,956.2,9.9,146,109.7,128.1,2.9,30,87.5,177.0,6.9
49,458.3,956.2,9.9,155,105.1,128.5,3.0,30,103.5,177.1,6.8
49,453.5,956.2,9.9,155,106.8,128.1,3.0,32,109.7,177.2,6.8
49,448.3,956.1,9.9,148,109.6,129.0,2.9,34,122.5,177.2,6.9
49,448.9,956.1,9.9,153,108.6,128.8,3.1,35,113.9,177.1,6.9
49,452.4,956.1,9.9,153,111.5,128.9,3.0,30,125.4,177.0,6.7
49,449.4,956.1,9.9,160,108.1,128.4,3.3,32,122.2,176.8,6.9
49,448.1,956.1,9.9,161,107.8,128.5,3.5,33,119.3,176.8,7.0
51,429.7,956.1,9.8,172,105.8,128.4,3.5,32,116.0,176.9,7.1
51,423.1,956.4,9.7,179,105.4,128.8,3.6,35,122.5,176.9,7.4
51,420.9,956.4,9.7,181,105.8,128.7,3.6,37,125.3,176.8,7.3
51,418.8,956.4,9.7,179,107.1,128.3,3.6,40,127.5,176.7,7.1
51,415.1,956.4,9.7,173,107.8,128.1,3.6,48,119.2,176.5,7.3
52,408.6,956.4,9.7,162,105.3,127.7,3.5,50,127.6,176.5,7.0
53,401.4,956.5,9.7,155,103.9,127.1,3.4,56,117.3,176.3,7.1
52,416.5,956.5,9.7,146,104.6,126.6,3.1,52,124.1,176.2,6.9
52,417.9,956.5,9.7,147,103.9,126.6,3.3,56,109.4,176.0,7.0
53,424.4,956.6,9.8,153,102.8,126.7,3.4,40,104.5,175.9,7.0
54,416.0,956.5,9.8,164,104.6,126.8,3.5,35,98.0,175.9,7.1
53,419.6,956.5,9.7,165,109.1,126.5,3.4,32,103.3,175.9,7.2
53,418.0,956.5,9.7,179,109.7,126.9,3.4,29,98.6,176.0,7.2
53,416.1,956.5,9.7,185,113.9,126.6,3.3,24,104.7,176.4,6.9
53,410.7,956.5,9.7,195,119.1,126.2,3.3,23,89.5,176.2,6.8
53,405.0,956.5,9.7,211,121.0,126.4,3.4,20,85.3,175.9,6.8
54,389.9,956.5,9.8,224,124.1,126.4,3.4,17,84.9,175.4,6.8
54,383.0,956.5,9.8,247,124.4,126.6,3.4,16,71.1,175.3,7.2
53,383.1,956.4,9.8,267,127.1,126.6,3.4,12,67.8,175.2,7.2
52,382.4,956.3,9.8,292,128.1,126.0,3.4,10,57.6,175.4,6.8
52,372.8,956.3,9.8,312,130.4,126.1,3.5,9,61.9,175.3,6.7
52,364.4,956.3,9.8,328,134.9,126.2,3.5,6,83.7,175.6,6.4
52,357.3,956.3,9.8,344,139.3,126.3,3.5,5,77.5,175.0,7.5
52,349.0,956.3,9.8,364,141.3,126.1,3.6,4,142.8,175.3,7.4
52,340.4,956.3,9.8,387,143.2,125.9,3.7,5,112.5,175.6,7.9
52,331.9,956.3,9.8,404,146.6,125.8,3.7,6,125.3,175.5,8.3
51,330.1,956.3,9.8,427,147.5,125.7,3.8,7,150.8,175.7,8.5
51,325.0,956.3,9.8,451,148.9,125.7,3.8,6,159.1,175.7,8.1
51,320.5,956.3,9.8,464,154.1,125.6,3.9,5,165.8,176.0,7.7
51,313.7,956.3,9.8,480,159.0,125.5,3.9,5,128.4,175.9,7.7
48,327.4,956.3,9.8,499,163.1,125.4,4.0,4,157.4,175.6,7.2
48,320.4,956.3,9.8,517,166.8,125.1,4.0,4,145.2,175.7,8.3
47,319.7,956.3,9.8,533,171.5,125.1,4.0,4,188.9,175.7,8.3
47,312.3,956.3,9.8,556,173.6,124.9,4.1,6,142.9,175.9,8.8
45,318.9,956.5,9.6,573,175.4,124.8,4.1,6,231.6,176.4,9.6
43,326.3,956.6,9.6,593,178.9,124.6,4.2,10,150.6,176.3,9.5
43,319.3,956.6,9.6,603,183.1,124.5,4.2,15,154.2,176.3,9.6
43,312.4,956.6,9.6,614,185.9,124.5,4.3,22,151.4,176.3,9.5
43,305.4,956.6,9.6,608,193.5,124.1,4.3,29,154.5,176.3,9.4
42,305.7,956.5,9.5,616,197.9,123.9,4.3,39,140.4,176.2,9.4
42,298.9,956.5,9.5,616,202.6,123.7,4.4,45,152.7,176.0,9.3
41,303.4,956.5,9.5,616,206.8,123.7,4.4,56,138.8,176.0,9.3
40,314.3,956.5,9.5,623,206.0,123.6,4.4,64,132.2,175.7,9.3
40,324.2,956.7,9.5,629,209.5,123.7,4.5,69,115.1,175.8,9.2
40,324.7,956.7,9.5,627,213.7,123.9,4.5,77,113.7,175.8,9.1
40,321.6,956.7,9.5,630,215.8,123.7,4.5,85,115.9,175.7,9.2
39,324.5,956.7,9.5,642,216.9,123.6,4.5,92,112.7,175.7,9.1
38,326.8,956.7,9.4,644,218.9,123.6,4.5,99,116.0,175.6,9.0
37,332.8,956.7,9.4,655,218.2,123.5,4.6,110,109.9,175.6,9.0
35,353.9,956.7,9.4,661,217.9,123.5,4.6,114,108.9,175.5,8.9
33,380.6,956.7,9.4,657,219.0,123.5,4.6,127,99.2,175.5,8.9
33,391.4,956.7,9.4,660,217.5,123.5,4.6,134,102.1,175.5,8.8
34,384.6,956.8,9.5,671,214.5,123.5,4.7,137,103.5,175.5,8.8
34,391.1,956.8,9.5,670,215.0,123.6,4.7,134,113.5,175.5,8.7
35,380.4,956.7,9.5,677,214.3,123.7,4.8,137,109.3,175.4,8.6
34,395.8,956.7,9.5,675,214.2,123.7,4.8,140,113.5,175.6,8.5
32,428.0,956.7,9.4,668,215.7,123.6,4.8,146,112.0,175.6,8.4
31,467.1,956.7,9.4,673,213.5,123.4,4.8,152,106.3,175.7,8.3
32,451.7,956.7,9.2,668,214.2,123.3,4.8,161,106.2,175.7,8.3
33,441.0,956.7,9.3,657,218.9,123.0,4.8,172,100.7,175.8,8.3
32,453.8,956.8,9.3,650,222.0,123.0,4.7,179,101.2,175.7,8.3
33,446.4,956.8,9.4,650,220.9,123.0,4.7,185,100.7,175.7,8.3
33,452.0,956.8,9.4,631,225.0,122.8,4.7,193,102.2,175.7,8.3
33,461.4,956.8,9.4,619,228.9,122.4,4.7,202,99.8,175.7,8.4
32,484.7,956.7,9.3,604,231.4,122.1,4.7,213,97.7,175.5,8.4
34,466.6,956.7,9.2,581,236.3,121.6,4.7,225,98.7,175.4,8.4
35,465.0,956.7,9.3,564,237.3,121.1,4.8,230,101.0,175.3,8.4
35,488.2,956.7,9.3,546,239.9,120.8,4.8,238,96.4,175.2,8.5
36,511.6,956.7,9.2,528,240.0,120.5,4.8,230,94.6,175.2,8.5
38,499.2,956.7,9.1,529,235.6,120.5,4.8,228,96.0,175.0,8.6
39,497.9,956.8,9.1,506,237.2,120.4,4.8,224,100.9,174.9,8.7
39,524.1,956.9,9.1,500,235.2,120.7,4.8,228,88.4,174.8,8.7
40,540.9,957.0,9.2,483,236.7,120.7,4.9,213,90.9,174.7,8.8
43,507.3,957.0,9.0,469,239.6,121.2,4.9,209,91.9,174.6,8.8
43,529.3,957.0,9.0,460,235.5,121.1,5.0,197,96.7,174.5,8.9
44,542.7,956.9,8.9,447,239.2,121.7,4.9,175,102.0,174.5,8.9
45,541.3,956.9,9.0,428,241.8,122.0,4.9,176,103.6,174.4,9.0
47,527.9,956.9,8.9,417,239.8,122.2,5.0,175,105.2,174.4,9.1
47,554.4,956.9,8.9,389,239.3,122.2,5.1,171,111.6,174.2,9.1
50,542.7,957.0,9.0,385,229.8,122.3,5.1,158,117.7,174.1,9.1
54,513.4,957.1,9.2,382,221.3,122.4,5.0,153,110.8,174.2,9.2
54,529.4,957.1,9.2,372,207.9,122.5,5.1,153,113.6,174.2,9.1
56,519.7,957.1,9.2,345,204.0,122.4,5.1,152,121.0,174.2,9.1
56,535.0,957.1,9.2,322,195.8,122.7,5.1,146,125.4,174.1,9.1
58,539.5,957.1,9.2,318,177.2,122.4,5.0,137,117.8,174.0,9.0
60,530.4,957.1,9.2,299,171.8,122.9,4.9,133,124.9,173.9,9.0
61,530.3,957.0,9.1,294,153.2,123.8,4.8,135,125.4,173.9,9.1
62,524.4,957.0,9.1,275,146.6,124.1,4.7,135,130.0,173.9,9.1
62,541.9,957.0,9.1,273,136.7,123.7,4.7,135,116.0,173.9,9.1
65,527.2,957.1,9.1,275,123.3,123.6,4.6,124,124.4,173.9,9.1
67,523.4,957.1,8.9,274,120.9,124.2,4.5,119,107.0,173.8,9.1
70,505.2,957.1,8.9,274,117.5,124.5,4.4,112,104.0,173.9,9.1
71,505.7,957.0,8.9,285,111.6,124.6,4.4,107,99.1,173.9,9.1
71,506.6,957.0,8.9,292,109.4,125.2,4.3,106,97.9,173.7,9.1
71,510.1,957.0,8.9,287,110.9,125.4,4.1,105,89.6,173.8,9.2
72,502.7,957.1,9.0,295,110.4,125.2,4.1,98,91.3,173.7,9.3
74,496.5,957.1,9.0,308,109.4,125.1,4.1,86,84.9,173.8,9.3
74,495.9,957.1,9.0,326,109.6,125.2,4.0,76,85.9,173.4,9.4
75,488.4,957.2,9.0,333,111.5,125.2,3.9,68,93.8,173.4,9.4
76,479.5,957.2,9.0,357,112.5,125.1,4.0,67,84.3,173.6,9.5
77,471.8,957.1,9.0,364,114.8,125.1,4.2,58,93.4,173.3,9.5
77,472.7,957.1,9.0,392,116.6,124.8,4.2,53,79.2,173.2,9.5
78,469.7,957.2,9.0,413,121.3,124.8,4.2,39,61.3,173.5,9.6
78,464.6,957.2,9.0,433,125.3,124.6,4.2,35,58.7,173.4,9.6
78,457.5,957.2,9.0,465,126.6,124.5,4.3,33,64.9,173.1,9.8
78,450.7,957.2,9.0,490,129.9,124.3,4.4,34,64.9,172.8,9.9
77,451.4,957.2,9.0,497,136.8,124.1,4.4,26,84.9,171.7,9.9
78,439.7,957.2,9.0,516,141.2,123.9,4.5,24,91.5,171.2,10.0
78,440.3,957.2,9.0,545,141.7,123.8,4.6,19,89.6,170.9,10.0
77,440.1,957.2,9.0,568,145.5,123.6,4.6,18,105.7,170.3,10.3
77,435.0,957.2,9.0,585,150.8,123.5,4.6,15,129.7,169.4,10.7
77,429.1,957.2,9.0,615,152.9,123.3,4.7,18,110.3,169.4,10.7
77,424.6,957.2,9.0,632,158.0,123.2,4.7,15,148.4,168.6,11.1
78,411.7,957.2,8.9,657,160.8,123.0,4.8,19,138.1,168.7,11.0
78,407.6,957.2,8.9,686,162.9,122.8,4.8,22,131.4,168.7,11.0
78,404.8,957.2,8.9,706,166.9,122.8,4.9,24,124.7,168.2,11.1
77,406.4,957.2,8.9,721,171.4,122.7,4.9,29,119.6,168.3,11.0
76,410.7,957.2,8.9,743,174.0,122.6,4.9,27,141.8,168.3,10.9
77,405.0,957.3,8.9,772,175.3,122.7,4.9,25,146.9,168.0,11.0
75,411.7,957.3,8.9,793,178.2,122.7,4.9,29,145.0,168.0,11.0
75,408.5,957.3,8.9,810,182.0,122.7,5.0,34,139.4,168.2,10.9
74,410.3,957.3,8.9,821,186.5,122.5,5.0,45,124.4,168.0,10.8
73,412.0,957.3,8.9,827,189.3,122.3,5.0,58,136.4,168.1,10.8
72,418.4,957.3,8.8,841,190.6,122.4,5.0,69,129.3,168.1,10.8
73,412.2,957.3,8.8,833,194.9,122.3,5.1,78,141.7,168.2,10.6
74,405.8,957.3,8.8,829,199.1,122.1,5.1,92,135.8,168.1,10.7
73,414.7,957.3,8.8,824,202.3,122.1,5.1,102,134.0,168.3,10.6
73,421.6,957.3,8.8,814,205.1,121.9,5.1,111,135.7,168.4,10.6
74,420.9,957.3,8.8,789,211.2,121.7,5.1,121,137.2,168.4,10.5
74,430.7,957.3,8.8,787,211.3,121.6,5.2,125,139.3,168.5,10.5
73,441.3,957.3,8.8,788,210.8,121.3,5.2,125,150.9,168.4,10.4
73,442.4,957.3,8.8,796,210.3,121.0,5.3,135,144.0,168.5,10.4
74,440.4,957.3,8.8,788,212.6,121.0,5.3,147,137.2,168.6,10.4
74,470.0,957.3,8.8,793,209.1,120.7,5.4,145,126.0,168.6,10.4
76,460.4,957.3,8.8,802,208.4,120.4,5.4,143,127.7,168.8,10.4
75,484.4,957.3,8.8,807,208.1,120.5,5.4,138,117.8,168.8,10.3
78,473.8,957.3,8.8,819,208.8,120.4,5.4,136,111.9,168.7,10.3
77,482.0,957.3,8.8,840,208.2,120.4,5.4,130,111.9,168.8,10.2
77,486.4,957.3,8.8,849,208.7,120.4,5.4,127,118.9,168.6,10.1
76,493.5,957.4,8.8,876,207.8,120.5,5.4,128,116.8,168.7,10.1
75,504.4,957.4,8.7,892,207.6,120.4,5.4,130,117.1,168.8,10.1
76,503.3,957.4,8.7,909,209.1,120.5,5.4,129,108.0,168.8,10.0
75,508.7,957.4,8.7,923,211.1,120.3,5.4,130,104.7,168.9,9.9
78,486.9,957.4,8.8,958,210.0,120.2,5.4,139,92.2,169.0,10.0
80,473.4,957.4,8.8,962,212.6,120.1,5.4,138,95.6,169.0,9.9
80,475.9,957.4,8.8,990,212.1,120.0,5.4,134,98.9,168.9,10.0
79,486.0,957.4,8.7,1023,210.8,119.9,5.4,124,102.1,168.8,9.9
80,487.6,957.3,8.7,1057,209.0,119.9,5.5,116,98.8,168.6,9.9
79,495.5,957.3,8.7,1086,208.6,119.7,5.5,111,102.1,168.6,9.8
81,479.4,957.3,8.7,1122,207.9,119.5,5.5,113,109.0,168.5,9.8
81,481.5,957.3,8.7,1150,207.8,119.5,5.5,105,119.3,168.7,9.8
81,478.5,957.3,8.7,1183,206.3,119.1,5.5,109,121.0,168.6,9.8
81,475.0,957.3,8.7,1216,205.5,119.0,5.6,107,136.6,168.5,9.8
80,485.7,957.4,8.7,1244,208.0,118.9,5.6,103,115.6,168.6,9.7
81,476.6,957.4,8.7,1281,208.4,118.8,5.6,99,120.5,168.4,9.7
81,476.5,957.4,8.7,1302,211.0,118.5,5.6,111,106.1,168.1,9.9
82,470.6,957.4,8.8,1320,212.6,118.5,5.6,115,115.4,168.0,9.9
82,468.7,957.3,8.8,1341,214.6,118.4,5.6,124,109.6,167.8,10.1
82,474.2,957.3,8.8,1349,217.6,118.3,5.6,129,105.7,167.7,10.3
83,473.3,957.3,8.8,1366,218.1,118.4,5.6,133,110.7,167.6,10.3
84,472.4,957.3,8.8,1367,220.2,118.5,5.6,140,120.3,167.4,10.4
84,481.4,957.2,8.8,1376,223.2,118.6,5.6,140,114.0,167.2,10.4
84,485.7,957.3,8.8,1380,226.2,118.9,5.6,141,119.8,167.1,10.4
85,482.1,957.3,8.8,1391,226.5,119.0,5.6,155,117.4,166.8,10.5
85,485.7,957.3,8.8,1397,230.4,119.2,5.6,167,109.3,166.7,10.4
85,491.0,957.3,8.8,1392,233.7,119.5,5.6,174,112.7,166.4,10.5
86,493.3,957.3,8.8,1382,234.6,119.7,5.5,180,122.6,166.3,10.5
87,496.2,957.3,8.8,1386,235.4,119.9,5.5,196,115.1,166.2,10.6
88,507.7,957.3,8.8,1377,236.5,120.2,5.6,199,115.7,166.1,10.6
90,500.8,957.2,8.9,1364,238.2,120.7,5.6,218,112.8,166.1,10.6
94,493.2,957.2,8.9,1362,240.0,120.9,5.6,214,114.1,166.0,10.6
96,504.7,957.2,8.8,1372,242.1,121.1,5.6,206,98.2,165.9,10.6
97,508.9,957.2,8.8,1362,247.4,121.4,5.6,191,104.3,165.9,10.6
99,512.2,957.2,8.8,1372,249.5,121.6,5.6,186,99.9,165.9,10.6
101,509.0,957.2,8.8,1378,251.6,121.8,5.7,177,105.5,165.9,10.6
102,514.0,957.2,8.8,1382,255.8,122.2,5.7,171,100.1,166.0,10.6
104,513.1,957.2,8.8,1387,258.8,122.2,5.6,153,104.1,166.1,10.6
104,522.5,957.2,8.8,1396,263.8,122.3,5.7,146,92.2,166.0,10.5
104,527.1,957.2,8.8,1403,269.5,122.4,5.7,135,93.0,165.9,10.5
107,516.5,957.2,8.8,1409,275.7,122.5,5.7,125,91.0,166.0,10.5
110,507.5,957.2,8.8,1423,279.0,122.5,5.7,108,98.8,166.0,10.4
110,516.5,957.2,8.7,1441,281.0,122.6,5.7,94,102.3,165.9,10.4
110,518.0,957.2,8.7,1468,284.3,122.6,5.7,85,94.0,165.9,10.5
110,515.4,957.2,8.7,1494,287.3,122.6,5.7,82,99.9,165.9,10.4
111,507.5,957.2,8.7,1530,288.4,122.6,5.7,79,106.5,165.7,10.3
111,504.1,957.2,8.7,1548,291.5,122.6,5.7,79,119.3,165.6,10.3
111,506.1,957.2,8.7,1575,293.6,122.5,5.8,75,112.0,165.7,10.4
111,511.8,957.2,8.7,1614,293.1,122.5,5.8,65,119.9,165.7,10.5
112,499.8,957.2,8.7,1642,295.3,122.5,5.8,71,123.5,165.8,10.6
111,504.8,957.2,8.6,1652,299.2,122.5,5.8,68,149.6,166.0,10.6
110,509.3,957.2,8.6,1686,299.3,122.4,5.8,74,154.1,166.0,10.6
111,503.2,957.2,8.7,1710,301.1,122.4,5.9,83,146.4,166.0,10.7
112,499.7,957.2,8.7,1717,305.0,122.3,5.9,85,146.5,166.1,10.8
112,503.4,957.2,8.7,1760,303.1,122.3,5.9,88,138.3,166.0,10.8
112,506.4,957.2,8.7,1779,305.6,122.4,5.9,88,149.1,165.9,10.8
113,502.8,957.3,8.7,1789,310.4,122.4,5.9,89,144.7,165.9,10.9
113,504.6,957.3,8.7,1811,310.9,122.4,6.0,96,157.1,165.8,11.0
113,509.9,957.3,8.7,1834,312.0,122.4,6.0,101,155.0,165.6,10.8
116,495.3,957.3,8.8,1845,313.7,122.4,6.0,110,150.8,165.5,10.8
117,491.4,957.3,8.8,1868,312.7,122.6,6.0,114,170.9,165.6,10.8
117,493.2,957.4,8.8,1886,312.3,122.6,6.0,123,181.0,165.5,10.7
120,485.8,957.4,8.8,1891,312.6,122.6,6.0,133,179.6,165.3,10.6
121,482.5,957.5,8.8,1915,309.0,122.8,6.0,140,187.5,165.1,10.7
122,478.7,957.5,8.9,1933,308.1,122.9,6.0,155,179.0,164.9,10.8
122,477.4,957.5,8.9,1941,309.4,122.9,6.0,174,166.4,164.7,10.8
121,487.2,957.5,8.8,1964,306.5,123.1,6.1,186,167.8,164.6,10.9
123,477.1,957.6,8.9,1990,303.0,123.2,6.1,199,178.4,164.6,10.9
124,472.1,957.6,8.9,1986,303.5,123.2,6.1,220,174.4,164.5,11.0
123,473.1,957.6,8.8,1988,301.7,123.4,6.1,236,186.2,164.5,11.0
123,474.1,957.6,8.8,2007,297.8,123.5,6.1,264,171.4,164.5,11.0
125,472.7,957.6,8.8,2011,294.2,123.6,6.1,275,164.4,164.6,11.0
125,475.2,957.6,8.8,2017,293.1,123.7,6.1,296,152.1,164.6,11.0
127,473.2,957.6,8.8,2009,293.1,123.7,6.1,306,142.3,164.7,11.1
128,474.1,957.7,8.8,2004,289.7,123.8,6.1,312,143.6,164.8,11.1
130,470.4,957.6,8.8,1994,289.3,124.1,6.1,334,138.7,165.0,11.1
129,478.9,957.6,8.7,1964,289.1,124.2,6.1,346,147.8,165.1,11.1
132,476.1,957.7,8.7,1925,289.0,124.3,6.1,378,141.4,165.2,11.1
130,489.7,957.6,8.7,1889,287.7,124.5,6.2,415,140.1,165.2,11.1
133,499.7,957.7,8.7,1836,286.4,124.7,6.2,447,134.4,165.3,11.1
133,506.8,957.6,8.5,1773,285.7,124.9,6.2,489,130.2,165.3,11.1
133,524.6,957.6,8.5,1722,284.6,125.1,6.2,513,126.4,165.3,11.1
136,523.4,957.6,8.5,1679,282.9,125.1,6.2,545,119.5,165.3,11.1
139,526.2,957.6,8.6,1621,279.2,125.3,6.3,561,123.0,165.3,11.1
147,514.3,957.6,8.5,1565,275.0,125.5,6.3,589,117.9,165.3,11.1
151,516.7,957.6,8.5,1509,268.8,125.7,6.2,604,120.0,165.3,11.1
154,515.8,957.6,8.5,1440,266.7,125.9,6.2,613,119.5,165.2,11.1
156,516.7,957.6,8.5,1373,259.4,126.3,6.2,635,124.2,165.2,11.1
159,514.9,957.6,8.5,1322,252.5,126.4,6.2,644,123.7,165.2,11.1
159,527.1,957.6,8.5,1261,245.7,126.7,6.2,647,124.3,165.2,11.1
163,520.5,957.6,8.5,1213,242.8,126.9,6.1,653,121.3,165.3,11.1
164,525.5,957.6,8.5,1176,237.2,127.1,6.1,661,115.9,165.2,11.1
166,523.0,957.6,8.5,1161,231.5,127.1,6.1,656,108.7,165.2,11.1
168,521.2,957.7,8.5,1122,230.3,127.0,6.1,634,109.7,165.2,11.1
171,518.2,957.7,8.6,1094,229.2,126.9,6.1,634,100.1,165.2,11.2
174,513.6,957.7,8.5,1091,224.2,126.9,6.1,620,97.6,165.2,11.2
175,512.6,957.7,8.5,1080,223.0,126.9,6.2,596,92.5,165.2,11.2
