wolfCount,wolfEnergy,wolfRepro,wolfFatigue,grassCount,grassEnergy,grassRepro,grassFatigue,rabbitCount,rabbitEnergy,rabbitRepro,rabbitFatigue
61,305.7,591.6,14.9,1916,318.0,126.4,5.7,215,132.1,169.8,5.5
61,312.7,591.6,14.9,1918,318.1,126.6,5.7,232,127.8,169.9,5.5
65,292.2,591.4,14.9,1916,319.0,126.7,5.7,245,129.0,170.0,5.6
66,294.2,591.4,14.9,1910,319.9,126.7,5.7,262,120.2,170.2,5.6
69,283.4,591.5,15.0,1922,318.7,126.8,5.7,287,113.4,170.3,5.6
70,287.3,591.3,14.9,1914,319.2,126.9,5.7,297,116.4,170.3,5.6
70,300.0,591.3,14.9,1922,319.5,127.0,5.7,305,109.8,170.2,5.6
72,293.6,591.2,14.9,1930,318.0,127.0,5.7,313,110.9,170.4,5.6
73,293.3,591.2,14.9,1948,316.4,127.1,5.7,316,109.6,170.4,5.6
71,304.3,591.2,14.9,1945,316.7,127.0,5.7,327,113.7,170.5,5.6
74,292.5,591.2,14.9,1951,317.9,127.0,5.7,344,105.1,170.7,5.7
75,292.2,591.1,14.9,1951,319.4,127.2,5.6,366,95.4,170.8,5.7
76,287.2,591.1,14.9,1948,320.7,127.4,5.6,375,98.1,170.8,5.7
76,286.4,591.1,14.9,1951,322.1,127.6,5.6,402,92.7,171.1,5.7
76,289.7,591.1,14.9,1927,324.7,127.7,5.6,410,96.0,171.2,5.7
76,292.2,591.0,14.9,1911,325.1,127.9,5.6,428,99.2,171.4,5.8
77,293.6,591.0,14.9,1906,323.0,128.1,5.6,436,101.6,171.4,5.8
80,286.9,590.9,14.9,1903,321.6,128.2,5.6,453,101.6,171.5,5.8
81,300.4,591.0,14.9,1864,327.2,128.5,5.6,462,93.5,171.5,5.8
84,300.7,590.9,14.8,1857,323.8,128.8,5.5,464,96.4,171.6,5.8
86,297.9,590.9,14.9,1840,327.2,128.8,5.5,473,91.4,171.8,5.9
87,312.5,590.9,14.8,1813,328.7,129.3,5.5,475,86.9,172.0,6.0
91,299.2,591.0,14.8,1780,332.4,129.5,5.5,479,86.0,172.2,6.0
91,309.1,591.0,14.8,1759,335.1,129.7,5.5,484,85.1,172.3,6.0
94,299.7,590.9,14.8,1725,342.9,129.7,5.5,481,81.7,172.6,6.0
94,305.9,590.9,14.8,1709,347.0,129.9,5.4,480,80.8,172.6,6.0
97,298.9,590.9,14.8,1701,346.1,129.8,5.4,458,89.5,172.8,6.0
100,294.4,591.0,14.8,1697,345.6,129.8,5.4,443,89.3,173.1,6.0
101,291.6,590.9,14.8,1697,345.2,129.7,5.4,438,90.8,173.3,5.9
103,290.9,590.9,14.8,1703,343.6,129.7,5.4,409,94.3,173.5,5.9
103,296.8,590.9,14.8,1690,344.8,129.6,5.4,391,96.4,173.6,5.9
105,290.8,590.9,14.8,1675,344.8,129.6,5.4,397,93.9,173.8,5.9
108,296.2,590.8,14.8,1661,345.4,129.5,5.4,394,90.5,173.9,5.9
110,297.9,590.8,14.8,1642,349.2,129.6,5.4,386,88.8,173.9,5.9
113,295.4,590.8,14.8,1634,349.2,129.6,5.4,389,80.2,174.0,5.9
117,287.3,590.9,14.8,1601,351.7,129.5,5.4,372,92.7,174.2,5.9
116,299.5,590.8,14.8,1591,351.9,129.4,5.4,355,96.1,174.3,5.9
118,297.7,590.9,14.8,1561,353.4,129.4,5.3,349,100.8,174.5,5.9
119,294.5,590.9,14.8,1542,354.6,129.4,5.3,363,98.3,174.3,6.0
120,294.3,590.9,14.8,1516,355.5,129.5,5.3,366,102.3,174.3,6.0
125,277.7,591.0,14.8,1498,353.3,129.5,5.3,378,112.0,174.2,6.0
124,284.4,590.9,14.8,1474,355.6,129.4,5.3,383,106.6,174.2,6.0
127,286.4,590.9,14.8,1434,357.3,129.3,5.3,379,108.7,174.2,6.1
128,285.7,591.0,14.8,1417,354.9,129.0,5.3,379,110.7,174.1,6.1
127,290.6,591.0,14.8,1409,348.2,128.9,5.3,384,119.6,174.1,6.1
132,278.4,591.1,14.8,1370,350.3,128.9,5.3,376,124.0,174.1,6.0
134,286.4,591.1,14.8,1359,342.3,128.8,5.3,375,118.5,174.1,6.0
136,289.1,591.1,14.8,1326,343.1,128.9,5.2,366,117.9,174.3,5.9
140,276.8,591.2,14.8,1309,337.3,129.0,5.2,379,114.8,174.4,5.9
141,276.6,591.2,14.8,1274,336.5,129.2,5.2,387,111.8,174.5,5.9
142,272.1,591.3,14.8,1245,332.7,129.4,5.2,396,113.2,174.6,5.9
142,273.3,591.2,14.8,1219,326.3,129.4,5.2,401,111.9,174.6,6.0
142,274.7,591.3,14.8,1187,317.8,129.6,5.1,422,113.6,174.6,6.0
144,272.9,591.3,14.8,1154,315.6,130.0,5.0,432,107.6,174.5,6.0
146,273.0,591.3,14.8,1130,312.3,129.9,5.0,422,110.6,174.5,6.1
148,272.0,591.3,14.8,1102,313.2,130.0,5.0,436,101.5,174.5,6.1
150,275.0,591.3,14.8,1075,310.2,129.9,5.0,427,94.9,174.4,6.1
150,283.3,591.5,14.8,1030,318.2,130.1,4.9,406,88.5,174.2,6.2
156,273.8,591.5,14.8,998,320.6,130.5,4.9,398,84.3,174.3,6.3
158,280.9,591.5,14.8,974,321.7,130.5,4.9,361,81.2,174.2,6.3
163,269.8,591.5,14.8,937,329.1,130.4,4.9,341,87.8,174.3,6.4
167,259.0,591.6,14.8,917,334.7,130.8,4.9,330,85.3,174.4,6.5
164,261.3,591.7,14.8,878,342.4,130.7,4.8,323,89.1,174.3,6.6
162,263.9,591.7,14.8,852,348.7,131.1,4.8,314,87.2,174.4,6.6
161,260.2,591.7,14.8,853,343.9,131.0,4.7,313,86.2,174.4,6.7
161,259.1,591.7,14.8,825,351.4,130.6,4.7,306,84.2,174.5,6.8
158,261.2,591.7,14.8,799,362.9,130.4,4.7,297,79.5,174.5,6.8
158,257.9,591.8,14.8,781,368.6,130.3,4.6,295,79.0,174.5,6.9
160,249.5,591.8,14.8,762,373.8,130.2,4.6,279,82.8,174.5,6.9
158,253.1,591.8,14.8,746,380.1,129.9,4.6,261,80.4,174.5,6.9
159,244.3,591.8,14.9,738,375.2,129.8,4.6,255,85.4,174.7,6.8
156,245.7,591.9,14.9,717,374.6,129.7,4.5,249,95.8,174.8,6.8
150,253.7,591.8,14.9,698,368.6,129.5,4.6,239,101.5,174.9,6.8
150,249.3,591.8,14.9,688,366.2,129.3,4.5,233,100.5,175.1,6.7
152,246.9,591.8,14.9,669,358.6,129.1,4.6,215,111.8,175.2,6.7
154,243.0,591.8,14.9,660,356.6,129.0,4.6,194,110.6,175.3,6.7
152,242.9,591.8,14.8,649,344.1,128.7,4.6,179,128.5,175.7,6.7
149,251.6,591.8,14.9,634,341.4,128.3,4.6,178,101.7,175.8,6.6
147,256.3,591.9,14.9,640,332.3,128.3,4.6,151,106.6,176.1,6.5
152,245.0,591.8,14.9,661,318.7,128.6,4.6,132,108.3,176.1,6.5
154,240.1,591.8,14.9,672,314.1,128.5,4.6,110,94.8,176.4,6.4
155,235.6,591.8,14.9,678,315.0,128.4,4.6,89,90.9,176.9,6.4
148,242.5,591.8,14.9,696,309.4,128.7,4.6,78,104.9,177.1,6.3
143,244.1,591.7,14.9,716,306.9,128.9,4.6,70,96.6,177.3,6.2
140,249.0,591.7,14.9,737,303.5,129.1,4.6,63,84.5,177.5,6.1
138,242.4,591.7,14.9,760,300.3,129.1,4.6,50,107.5,178.0,6.1
132,245.3,591.6,14.9,780,301.6,129.3,4.6,45,106.4,178.4,6.1
131,239.0,591.6,14.9,815,297.8,129.7,4.7,44,107.4,178.3,6.0
126,240.2,591.5,14.8,832,299.0,129.8,4.7,45,112.3,178.4,6.0
124,236.2,591.5,14.8,852,300.5,129.9,4.7,46,104.2,178.7,6.0
123,229.9,591.6,14.8,876,300.4,130.0,4.8,50,102.4,178.8,6.0
120,230.9,591.5,14.8,896,299.3,130.3,4.8,49,114.2,179.0,5.9
119,224.1,591.5,14.8,900,302.3,130.4,4.8,53,142.9,179.0,6.0
114,227.3,591.5,14.8,917,301.1,130.7,4.9,56,158.6,179.0,6.0
111,228.0,591.5,14.8,928,301.4,130.8,4.9,63,148.4,179.5,6.0
107,233.4,591.5,14.8,937,299.9,130.9,5.0,67,162.1,179.6,5.9
105,236.3,591.5,14.7,937,300.0,131.1,5.0,70,180.6,179.8,6.0
104,239.3,591.4,14.7,945,297.9,131.2,5.1,83,156.8,179.8,6.0
102,241.8,591.4,14.8,921,301.3,131.5,5.1,82,196.8,180.0,6.0
97,260.9,591.4,14.8,940,298.2,131.8,5.1,90,163.6,180.0,6.1
95,270.8,591.3,14.7,934,298.8,131.9,5.1,97,149.4,180.1,6.1
94,273.5,591.3,14.7,924,299.7,132.1,5.1,104,136.5,180.4,6.1
95,271.4,591.2,14.8,905,305.3,132.3,5.1,111,124.3,180.4,6.2
95,277.4,591.2,14.8,906,301.9,132.5,5.1,111,126.3,180.4,6.2
97,274.9,591.2,14.7,903,298.5,132.8,5.2,109,128.7,180.6,6.0
98,286.1,591.2,14.7,903,297.7,133.1,5.1,104,120.0,180.7,6.1
99,286.4,591.2,14.6,901,300.3,133.3,5.1,106,117.1,180.7,6.1
97,291.3,591.2,14.6,907,302.3,133.4,5.1,105,103.1,180.8,6.1
99,288.5,591.1,14.5,895,305.3,133.5,5.1,100,121.1,180.8,6.2
97,296.1,591.1,14.5,888,306.8,133.6,5.1,108,121.4,180.7,6.2
100,295.8,591.1,14.5,891,305.7,133.4,5.2,98,126.7,180.6,6.4
102,298.8,591.0,14.5,895,305.3,133.3,5.2,84,126.4,180.8,6.4
103,296.8,591.0,14.4,901,305.9,133.5,5.2,83,125.4,180.6,6.5
102,298.4,591.0,14.4,896,309.1,133.4,5.2,94,121.0,180.5,6.6
102,299.5,591.0,14.4,886,311.5,133.4,5.3,98,129.1,180.7,6.5
103,297.3,591.0,14.4,890,311.6,133.4,5.3,101,124.6,180.6,6.6
103,302.3,591.0,14.4,899,308.3,133.4,5.3,108,115.7,181.2,6.5
102,301.9,591.0,14.4,896,311.5,133.3,5.3,114,114.5,181.3,6.6
104,293.6,591.0,14.4,906,305.0,133.4,5.4,116,138.2,181.1,6.7
105,292.7,591.0,14.4,912,300.8,133.3,5.4,118,139.1,180.8,6.8
106,294.0,591.0,14.4,912,292.6,133.1,5.5,119,149.8,180.5,6.8
108,305.9,591.0,14.4,933,288.3,133.2,5.5,120,102.9,180.7,6.8
109,307.4,591.0,14.4,959,283.8,133.1,5.5,108,102.4,180.4,6.9
112,299.3,591.0,14.4,962,284.9,133.0,5.5,103,107.3,180.7,6.7
112,302.7,591.1,14.4,991,281.2,133.0,5.6,85,120.1,180.5,6.6
114,296.5,591.1,14.4,1023,276.5,133.1,5.6,67,163.5,180.3,6.6
114,319.2,591.1,14.4,1056,272.3,133.1,5.6,58,90.5,180.1,6.4
111,325.1,591.1,14.4,1097,268.5,133.2,5.6,48,113.9,179.3,6.6
107,331.1,591.0,14.4,1135,267.6,133.3,5.6,45,121.9,179.6,6.4
107,325.9,591.0,14.4,1160,269.1,133.3,5.7,41,140.2,179.7,6.3
108,314.5,591.0,14.4,1201,267.2,133.4,5.7,41,177.8,179.9,6.2
105,325.3,591.1,14.4,1231,267.7,133.4,5.7,42,147.7,180.1,6.0
105,319.4,591.1,14.4,1254,269.5,133.4,5.7,44,158.2,180.1,6.1
100,329.7,591.1,14.4,1285,270.2,133.4,5.7,53,135.7,180.1,6.1
101,321.6,591.1,14.4,1312,271.5,133.5,5.7,58,133.3,180.2,6.2
98,329.6,591.1,14.4,1332,272.9,133.5,5.7,54,166.6,180.4,6.3
99,322.6,591.2,14.4,1370,272.6,133.6,5.7,69,126.1,180.2,6.4
97,327.3,591.2,14.4,1371,277.5,133.5,5.7,78,124.4,180.4,6.5
97,334.1,591.1,14.4,1379,281.6,133.5,5.7,78,117.0,180.6,6.5
97,329.4,591.1,14.4,1399,283.4,133.5,5.7,94,107.9,180.6,6.5
96,331.1,591.1,14.4,1401,286.3,133.5,5.7,101,122.8,180.6,6.5
94,335.2,591.1,14.4,1402,289.5,133.4,5.7,108,133.5,180.5,6.4
89,359.3,591.1,14.4,1421,290.9,133.4,5.7,117,116.3,180.6,6.5
89,361.6,591.2,14.4,1419,294.8,133.5,5.7,125,116.6,180.9,6.4
90,361.5,591.2,14.4,1415,299.3,133.4,5.6,120,118.2,181.0,6.5
92,350.3,591.2,14.4,1399,304.6,133.2,5.6,131,124.9,181.1,6.4
93,351.9,591.2,14.4,1399,307.9,133.3,5.6,135,112.4,181.2,6.3
94,345.2,591.1,14.4,1383,312.1,133.2,5.6,144,127.4,181.4,6.4
95,346.0,591.1,14.4,1378,313.0,133.1,5.6,152,135.2,181.5,6.4
97,335.1,591.1,14.4,1366,316.8,133.2,5.6,160,129.9,181.7,6.3
99,339.1,591.2,14.4,1359,319.2,133.4,5.6,155,134.8,181.6,6.3
98,357.1,591.1,14.4,1370,316.4,133.6,5.7,153,126.7,181.5,6.3
97,362.6,591.1,14.4,1351,319.4,133.9,5.7,158,132.8,181.6,6.3
99,360.2,591.1,14.4,1352,319.0,134.2,5.7,156,134.5,181.5,6.4
102,351.0,591.1,14.4,1355,317.7,134.4,5.7,163,129.7,181.8,6.2
102,355.9,591.0,14.4,1326,323.8,134.7,5.7,169,128.9,181.8,6.3
106,343.8,591.1,14.3,1298,324.4,135.0,5.7,174,139.9,182.0,6.3
106,349.7,591.0,14.3,1306,315.5,135.2,5.7,181,150.1,182.2,6.3
110,344.9,591.0,14.4,1272,315.2,135.5,5.8,190,158.4,182.3,6.3
112,355.7,591.1,14.4,1269,307.8,135.7,5.7,187,162.3,182.3,6.3
117,347.3,591.1,14.4,1243,303.7,135.8,5.8,200,141.2,182.4,6.4
118,346.7,591.2,14.5,1229,303.5,135.8,5.8,209,134.0,182.4,6.4
119,352.6,591.3,14.5,1214,302.0,135.9,5.8,209,134.9,182.2,6.4
124,344.7,591.3,14.5,1192,299.7,135.8,5.8,206,143.7,182.1,6.4
125,360.0,591.4,14.5,1178,295.0,135.7,5.8,209,126.4,182.2,6.4
127,355.8,591.4,14.5,1166,291.0,135.6,5.8,212,123.6,182.3,6.5
133,333.9,591.4,14.5,1136,293.2,135.6,5.7,221,118.3,182.3,6.5
134,331.7,591.4,14.5,1115,293.2,135.5,5.8,229,112.0,182.4,6.4
135,325.8,591.4,14.5,1071,294.1,135.3,5.8,240,121.7,182.3,6.5
133,338.4,591.4,14.5,1055,288.6,135.1,5.7,253,120.4,182.2,6.5
130,345.5,591.4,14.5,1020,286.4,135.0,5.6,280,118.3,182.1,6.5
131,338.7,591.6,14.5,942,290.0,134.6,5.4,315,121.5,182.0,6.5
134,328.5,591.6,14.4,900,289.7,134.4,5.3,357,108.5,182.0,6.5
137,319.7,591.6,14.4,824,294.2,134.0,5.2,389,108.9,182.0,6.5
134,335.5,591.6,14.4,765,297.1,133.5,5.0,402,100.5,181.9,6.4
139,322.2,591.6,14.4,712,305.2,133.0,4.9,411,93.7,181.9,6.4
142,317.4,591.6,14.3,649,314.1,132.4,4.7,423,88.6,181.8,6.4
144,317.5,591.6,14.3,622,304.4,132.4,4.7,405,93.9,181.8,6.4
147,323.3,591.5,14.3,593,306.3,132.4,4.6,391,82.0,181.8,6.4
150,316.6,591.4,14.4,572,309.6,132.0,4.6,365,80.4,181.8,6.4
152,312.1,591.4,14.4,554,305.7,131.6,4.6,345,82.0,181.8,6.3
152,326.1,591.4,14.4,543,299.4,131.5,4.5,305,74.0,181.8,6.3
150,329.1,591.3,14.4,562,285.6,131.4,4.6,269,74.3,181.8,6.3
149,335.1,591.3,14.4,558,276.3,130.8,4.6,235,73.2,181.8,6.3
151,311.2,591.3,14.4,560,277.7,130.5,4.6,208,69.2,181.8,6.3
152,306.2,591.2,14.4,579,277.3,130.5,4.6,171,63.2,181.9,6.3
153,291.6,591.2,14.4,604,272.6,130.7,4.6,145,64.3,181.9,6.2
155,277.3,591.2,14.4,625,263.0,130.3,4.6,125,79.8,181.8,6.3
152,285.9,591.2,14.4,660,254.4,130.5,4.7,101,67.8,181.7,6.2
152,278.2,591.2,14.4,682,255.7,130.7,4.7,85,70.2,181.8,6.1
152,270.0,591.2,14.4,701,257.2,130.7,4.8,72,72.5,181.8,6.0
151,264.4,591.2,14.4,719,258.7,130.7,4.8,62,77.7,181.4,6.0
149,258.2,591.2,14.5,742,258.6,130.7,4.9,60,86.3,181.7,6.0
143,258.5,591.2,14.4,747,264.7,130.8,4.9,63,86.5,181.4,6.1
143,249.6,591.2,14.4,761,265.5,130.6,4.9,70,86.7,181.2,6.2
141,249.4,591.2,14.4,774,264.4,130.5,5.0,64,108.1,181.1,6.3
137,251.8,591.2,14.4,782,266.5,130.3,5.0,61,112.2,181.1,6.3
137,243.2,591.2,14.4,783,271.2,130.5,4.9,68,114.4,180.8,6.5
132,247.9,591.2,14.4,790,272.9,130.6,4.9,78,98.2,180.9,6.5
130,244.7,591.2,14.4,788,277.2,130.3,4.8,87,93.7,180.9,6.7
126,243.8,591.2,14.4,789,278.3,130.4,4.8,97,100.9,180.9,6.7
124,240.2,591.2,14.4,790,280.4,130.3,4.7,109,93.4,180.7,6.8
120,237.9,591.2,14.3,777,285.3,130.3,4.5,126,95.4,180.7,6.8
116,241.4,591.2,14.4,775,287.8,130.5,4.5,129,95.4,180.7,6.8
113,243.1,591.2,14.4,786,288.8,130.3,4.5,125,85.8,180.6,6.8
107,252.2,591.2,14.4,790,291.9,130.4,4.5,118,87.1,180.7,6.9
105,250.1,591.2,14.4,793,297.4,130.5,4.4,118,83.3,181.0,6.9
100,253.1,591.2,14.4,801,298.4,130.6,4.4,125,87.3,181.0,6.8
98,251.9,591.3,14.4,788,306.8,130.4,4.4,132,84.8,181.0,6.8
95,256.9,591.3,14.4,787,308.8,130.2,4.3,128,90.1,181.1,6.8
96,252.4,591.3,14.4,798,308.2,130.2,4.3,118,96.0,181.3,6.8
92,262.0,591.3,14.4,799,310.4,130.3,4.3,123,88.4,181.4,6.7
91,260.7,591.3,14.4,776,315.3,130.2,4.3,116,120.2,181.6,6.6
88,265.0,591.4,14.3,777,314.0,130.2,4.3,127,114.1,181.7,6.5
84,283.2,591.4,14.4,757,319.1,129.9,4.3,118,111.6,181.7,6.4
82,292.0,591.5,14.4,766,312.6,129.6,4.3,121,106.0,181.4,6.4
81,304.4,591.6,14.4,769,313.9,129.5,4.4,108,102.7,181.2,6.5
81,313.6,591.6,14.4,773,314.2,129.4,4.4,100,83.1,180.9,6.5
83,308.5,591.5,14.4,764,320.3,129.2,4.4,94,84.9,180.7,6.5
82,319.3,591.5,14.4,760,322.9,129.4,4.4,82,93.8,180.6,6.5
81,331.2,591.4,14.4,761,325.6,129.4,4.4,67,90.8,180.4,6.5
82,325.3,591.5,14.4,771,325.0,129.3,4.4,59,101.0,180.6,6.5
83,322.5,591.5,14.4,777,327.3,129.3,4.4,51,107.7,180.5,6.4
81,330.2,591.4,14.4,777,329.6,129.4,4.4,43,147.3,180.2,6.3
82,320.4,591.4,14.4,791,329.3,129.4,4.4,43,158.9,179.8,6.3
81,322.4,591.4,14.5,795,333.5,129.5,4.4,40,150.0,180.5,6.0
81,317.6,591.3,14.5,814,332.6,129.8,4.5,44,117.2,180.6,6.0
79,325.5,591.3,14.5,821,337.2,129.6,4.5,38,107.7,180.5,5.9
78,324.1,591.3,14.5,833,337.6,129.8,4.5,41,126.3,180.6,5.9
76,326.1,591.2,14.5,823,345.0,129.7,4.6,47,148.3,180.6,5.9
75,325.1,591.2,14.6,839,343.1,129.7,4.6,59,127.7,181.1,5.9
75,328.6,591.2,14.6,838,342.2,129.7,4.6,62,138.6,181.4,5.8
77,315.8,591.2,14.5,842,341.0,129.8,4.7,72,136.5,181.7,5.7
78,312.1,591.2,14.6,848,342.1,129.8,4.7,68,137.5,182.0,5.7
80,302.7,591.2,14.6,862,340.6,130.0,4.7,68,129.9,182.2,5.6
81,296.1,591.3,14.6,869,344.3,130.0,4.7,70,107.6,182.2,5.6
80,302.4,591.2,14.6,884,344.1,130.0,4.8,58,122.6,181.9,5.7
81,297.9,591.2,14.6,901,343.6,130.1,4.8,56,108.4,181.9,5.7
78,312.0,591.2,14.6,918,343.8,130.1,4.8,56,93.7,182.0,5.7
76,315.5,591.2,14.6,928,343.3,130.0,4.8,54,123.1,182.3,5.6
70,338.1,591.2,14.6,928,348.0,129.9,4.9,59,121.7,181.9,5.7
71,335.9,591.2,14.6,936,347.8,129.7,4.9,58,130.3,181.8,5.7
71,336.6,591.2,14.6,954,345.7,129.4,4.9,62,125.6,181.9,5.7
71,332.9,591.1,14.6,963,348.1,129.4,4.9,68,115.5,181.6,5.7
72,334.5,591.2,14.7,958,352.4,129.2,4.9,59,124.5,181.6,5.9
75,319.3,591.2,14.7,979,349.4,129.0,4.9,58,119.3,181.5,6.0
73,325.8,591.1,14.7,989,350.4,129.0,4.9,55,130.0,181.3,6.2
73,321.1,591.1,14.7,1003,349.2,128.9,4.9,60,141.7,181.4,6.2
75,317.6,591.1,14.8,1019,349.1,129.0,5.0,61,112.9,181.5,6.1
77,302.9,591.2,14.7,1026,351.0,129.0,5.0,68,110.6,181.7,6.1
77,301.0,591.2,14.7,1029,355.5,129.0,5.0,70,117.9,181.8,6.2
76,302.8,591.2,14.8,1035,357.7,128.7,5.0,73,130.8,181.9,6.1
75,301.9,591.2,14.8,1040,360.5,128.8,4.9,81,124.7,182.2,6.1
75,294.4,591.2,14.8,1043,360.0,128.9,4.9,100,128.3,182.1,6.1
74,297.7,591.2,14.8,1041,361.8,128.7,4.9,105,127.9,182.3,6.0
75,290.6,591.1,14.8,1033,366.2,128.7,4.9,115,118.2,182.4,6.0
76,295.1,591.1,14.8,1036,367.5,128.7,5.0,116,105.6,182.3,6.0
75,294.0,591.1,14.8,1040,366.7,128.8,5.0,114,104.8,182.3,6.0
76,285.9,591.1,14.7,1048,367.4,128.9,5.0,120,100.7,182.2,6.0
77,278.6,590.9,14.6,1058,366.9,128.8,5.0,122,110.1,182.2,6.0
76,281.4,591.0,14.6,1064,364.0,128.9,5.1,125,125.1,182.1,6.0
76,284.9,590.9,14.6,1055,366.7,129.2,5.1,126,132.4,182.2,6.0
75,284.1,590.9,14.6,1065,360.0,129.4,5.1,136,131.1,182.2,6.0
77,270.0,590.8,14.5,1088,356.9,129.5,5.1,140,96.9,182.3,6.0
75,279.2,590.8,14.4,1075,361.4,129.9,5.0,135,107.3,182.3,6.1
73,291.4,590.8,14.4,1072,363.6,130.2,5.0,143,106.9,182.3,6.0
73,286.5,590.7,14.3,1088,357.6,130.3,5.1,151,113.8,182.3,6.1
74,293.3,590.7,14.3,1075,359.0,130.6,5.0,152,109.3,182.3,6.1
75,290.6,590.7,14.3,1062,362.1,130.5,5.0,159,115.6,182.2,6.1
75,290.8,590.7,14.3,1067,358.7,130.6,5.1,168,116.9,182.2,6.1
76,284.3,590.6,14.3,1051,361.6,130.4,5.1,179,119.6,182.2,6.1
78,277.3,590.5,14.3,1041,364.8,130.0,5.1,194,103.9,182.2,6.1
79,264.4,590.4,14.3,1015,368.1,129.6,5.1,203,119.3,182.2,6.1
79,262.8,590.4,14.3,1006,366.0,129.3,5.1,207,127.6,182.2,6.1
79,274.5,590.4,14.3,999,365.6,129.2,5.0,206,123.4,182.1,6.1
78,283.8,590.4,14.3,1000,361.8,129.1,5.1,198,116.5,182.0,6.1
78,283.7,590.4,14.3,988,366.1,128.7,5.0,206,103.7,182.0,6.1
79,284.4,590.4,14.3,990,362.7,128.7,5.1,221,92.7,182.0,6.1
81,279.4,590.4,14.3,981,363.1,128.4,5.0,218,94.0,181.9,6.1
82,269.1,590.4,14.2,974,364.7,128.1,5.0,229,97.8,181.8,6.1
79,290.5,590.4,14.2,971,365.7,127.9,5.1,224,91.4,181.7,6.1
79,292.2,590.4,14.2,963,366.2,127.8,5.0,218,98.1,181.7,6.1
82,278.5,590.4,14.3,971,359.2,127.6,5.0,222,100.4,181.7,6.1
83,275.7,590.4,14.3,973,354.4,127.6,5.0,215,109.1,181.6,6.0
84,272.7,590.5,14.3,974,351.5,127.4,5.1,209,112.3,181.5,6.0
84,279.5,590.5,14.3,982,347.5,127.4,5.0,206,106.1,181.4,6.0
86,269.9,590.5,14.3,967,349.8,127.5,5.1,212,107.8,181.6,6.0
85,277.5,590.4,14.3,972,341.1,127.3,5.1,215,109.3,181.6,6.0
85,281.1,590.4,14.3,959,341.0,127.1,5.1,206,117.1,181.8,6.1
85,299.7,590.4,14.3,942,332.2,126.9,5.1,203,116.7,181.8,6.1
86,290.9,590.5,14.3,940,325.0,126.9,5.1,216,115.0,182.0,6.1
87,287.2,590.5,14.3,922,322.7,126.7,5.2,223,118.4,182.2,6.2
89,279.5,590.5,14.3,921,316.3,126.8,5.2,233,119.1,182.1,6.2
91,265.7,590.5,14.3,904,314.8,126.3,5.2,239,119.5,182.1,6.2
92,296.2,590.5,14.3,892,310.7,126.2,5.2,224,107.8,181.8,6.3
93,300.7,590.5,14.4,894,304.5,126.1,5.2,227,92.8,181.9,6.3
97,285.1,590.5,14.4,896,296.8,125.8,5.2,228,94.9,181.6,6.3
97,285.3,590.5,14.4,896,293.3,126.0,5.2,226,94.3,181.5,6.3
99,279.5,590.5,14.4,878,296.3,125.8,5.2,231,90.5,181.5,6.3
97,291.6,590.5,14.4,884,292.9,125.7,5.1,218,87.6,181.4,6.3
98,288.1,590.5,14.4,894,289.2,125.8,5.1,212,89.4,181.4,6.3
97,294.0,590.5,14.5,881,294.0,125.8,5.1,207,87.0,181.3,6.3
99,280.6,590.5,14.5,877,295.9,125.9,5.1,205,86.5,181.4,6.3
98,284.0,590.5,14.5,858,297.6,126.0,5.1,199,99.1,181.7,6.3
95,297.7,590.5,14.4,863,292.2,126.0,5.1,194,104.8,181.8,6.3
94,301.7,590.6,14.4,858,291.5,125.9,5.1,199,103.2,181.9,6.3
94,305.1,590.7,14.5,820,300.4,125.9,5.1,196,106.7,182.2,6.4
94,306.6,590.7,14.5,795,306.2,125.9,5.0,206,102.4,182.6,6.4
95,300.5,590.7,14.5,789,304.4,126.2,5.0,206,111.8,182.9,6.4
96,295.7,590.6,14.5,775,307.8,126.1,5.0,216,98.9,183.0,6.4
95,298.5,590.7,14.6,741,318.7,126.0,4.9,224,95.1,183.1,6.3
94,310.3,590.8,14.6,719,321.1,126.0,4.9,219,96.3,183.3,6.3
93,319.3,590.8,14.6,707,321.5,125.9,4.7,221,91.5,183.6,6.2
95,316.3,590.8,14.6,695,327.1,125.9,4.7,213,85.2,183.9,6.1
95,320.9,590.7,14.5,681,335.3,125.9,4.7,201,78.9,184.2,6.1
94,321.5,590.7,14.5,691,334.7,125.9,4.6,190,79.0,184.5,6.1
95,315.2,590.8,14.6,712,331.7,125.9,4.6,175,76.6,184.8,6.1
95,312.9,590.8,14.6,734,327.0,126.1,4.6,160,79.2,185.0,6.0
95,308.6,590.8,14.6,743,328.3,126.1,4.5,153,80.3,185.2,6.0
97,294.4,590.8,14.5,753,328.1,126.1,4.5,143,87.3,185.4,6.0
96,294.3,590.8,14.5,769,327.4,126.4,4.5,129,85.5,185.6,6.0
95,293.6,590.8,14.6,785,325.6,126.5,4.5,121,89.2,185.7,5.9
95,288.6,590.8,14.6,786,328.2,126.6,4.5,117,98.7,185.8,5.9
94,287.4,590.8,14.6,803,323.0,126.7,4.5,124,98.1,185.8,5.9
94,280.6,590.8,14.6,809,322.2,126.8,4.4,129,103.1,185.7,5.9
94,272.2,590.9,14.6,812,321.2,127.0,4.5,140,104.7,185.8,6.0
92,272.9,590.9,14.6,790,327.7,127.2,4.4,156,102.8,185.7,6.0
91,272.5,590.9,14.6,789,326.8,127.2,4.4,165,100.7,185.6,6.1
