wolfCount,wolfEnergy,wolfRepro,wolfFatigue,rabbitCount,rabbitEnergy,rabbitRepro,rabbitFatigue,grassCount,grassEnergy,grassRepro,grassFatigue
9156,431.3,1013.8,6.7,180,784.5,943.6,8.7,106840,2135.8,138.6,9.6
9162,431.3,1013.8,6.7,183,770.7,943.5,8.8,107121,2139.9,138.6,9.6
9166,431.4,1013.8,6.7,188,775.9,943.4,8.8,107412,2143.9,138.6,9.6
9174,431.2,1013.8,6.7,199,781.7,943.3,8.9,107707,2147.7,138.6,9.6
9185,431.0,1013.8,6.7,197,806.1,943.1,8.9,107992,2151.7,138.6,9.6
9192,431.0,1013.8,6.7,196,807.3,943.0,9.0,108283,2155.7,138.6,9.6
9195,431.2,1013.8,6.7,202,785.3,943.0,9.0,108604,2159.1,138.6,9.6
9204,431.3,1013.8,6.7,199,777.2,942.8,9.1,108895,2163.0,138.6,9.6
9210,431.2,1013.8,6.7,196,787.0,942.8,9.1,109193,2166.9,138.6,9.6
9219,431.2,1013.8,6.7,198,752.5,942.8,9.2,109527,2170.0,138.6,9.6
9231,430.9,1013.8,6.7,192,761.1,942.7,9.1,109813,2174.2,138.6,9.6
9238,431.0,1013.8,6.7,186,766.8,942.7,9.2,110118,2178.0,138.6,9.6
9245,430.9,1013.8,6.7,189,754.1,942.9,9.2,110459,2181.1,138.6,9.6
9249,431.1,1013.8,6.7,184,766.6,942.7,9.2,110734,2185.5,138.6,9.6
9257,431.1,1013.8,6.7,179,761.2,942.5,9.3,111057,2189.0,138.6,9.6
9263,430.9,1013.8,6.7,174,789.2,942.5,9.3,111394,2192.2,138.6,9.6
9267,431.5,1013.8,6.7,162,777.4,942.6,9.3,111687,2196.4,138.6,9.6
9274,431.2,1013.8,6.7,164,768.8,942.4,9.3,112005,2200.0,138.6,9.6
9281,431.0,1013.8,6.7,156,790.2,942.5,9.4,112320,2203.8,138.6,9.6
9286,431.0,1013.8,6.7,155,756.5,942.4,9.5,112633,2207.6,138.7,9.6
9291,430.8,1013.8,6.7,161,733.2,942.4,9.5,112961,2211.1,138.7,9.6
9292,430.9,1013.8,6.7,158,758.0,942.4,9.5,113261,2215.2,138.7,9.6
9295,431.1,1013.8,6.7,151,747.1,942.3,9.6,113562,2219.2,138.7,9.7
9297,431.0,1013.8,6.7,157,739.9,942.3,9.6,113896,2222.6,138.7,9.7
9303,431.1,1013.8,6.7,153,738.0,942.2,9.5,114189,2226.8,138.7,9.7
9309,430.9,1013.8,6.7,154,745.6,942.2,9.6,114471,2231.2,138.7,9.7
9314,431.0,1013.8,6.7,149,758.7,942.0,9.6,114778,2235.1,138.7,9.7
9322,430.9,1013.8,6.7,149,752.6,942.0,9.6,115089,2238.9,138.7,9.7
9328,430.8,1013.8,6.7,145,774.9,942.1,9.6,115384,2243.1,138.7,9.7
9331,431.2,1013.8,6.7,135,750.7,942.1,9.7,115708,2246.7,138.7,9.7
9336,431.7,1013.8,6.7,128,716.0,942.1,9.7,116015,2250.6,138.7,9.7
9344,431.7,1013.8,6.7,118,725.8,941.8,9.6,116335,2254.3,138.7,9.7
9355,431.3,1013.8,6.7,114,747.1,941.9,9.5,116663,2257.8,138.7,9.7
9364,431.2,1013.9,6.7,109,729.3,941.8,9.6,116987,2261.4,138.7,9.7
9369,431.4,1013.9,6.7,101,777.5,941.7,9.6,117286,2265.5,138.7,9.7
9375,431.2,1013.9,6.7,101,777.4,941.7,9.7,117629,2268.8,138.7,9.7
9380,431.2,1013.9,6.7,93,795.2,941.9,9.6,117973,2272.0,138.7,9.7
9385,431.2,1013.9,6.7,84,805.2,941.6,9.6,118292,2275.9,138.7,9.7
9392,431.1,1013.9,6.7,80,704.9,941.7,9.8,118644,2279.1,138.7,9.7
9393,431.3,1013.9,6.7,70,741.9,942.0,9.9,118977,2282.8,138.7,9.7
9395,431.1,1013.9,6.7,68,747.3,942.2,10.1,119305,2286.5,138.7,9.7
9395,431.2,1013.9,6.7,65,773.7,942.1,10.1,119614,2290.5,138.7,9.7
9398,431.2,1013.9,6.7,62,721.7,942.1,10.2,119981,2293.6,138.7,9.7
9403,431.0,1013.9,6.7,59,727.7,942.2,10.1,120296,2297.6,138.7,9.7
9405,431.0,1013.9,6.7,55,767.1,942.2,10.1,120618,2301.4,138.7,9.7
9404,431.2,1013.9,6.7,52,826.2,942.3,10.2,120988,2304.3,138.7,9.7
9403,431.1,1014.0,6.7,52,830.7,942.4,10.1,121329,2307.8,138.7,9.7
9403,430.9,1014.0,6.7,56,871.7,942.4,10.1,121637,2311.9,138.7,9.7
9404,431.0,1014.0,6.7,60,831.7,942.4,10.1,121967,2315.6,138.7,9.7
9410,430.6,1014.0,6.7,65,884.3,942.4,10.0,122317,2318.9,138.7,9.7
9409,431.2,1014.0,6.7,54,914.1,942.5,10.0,122638,2322.8,138.8,9.7
9416,430.9,1014.0,6.7,53,895.0,942.4,9.9,122942,2327.0,138.8,9.7
9421,430.6,1014.0,6.7,54,942.7,941.8,10.0,123287,2330.4,138.8,9.7
9425,430.5,1014.0,6.7,54,1020.1,941.7,9.9,123630,2333.8,138.8,9.8
9425,430.7,1014.0,6.7,60,895.8,941.6,10.1,123937,2337.9,138.8,9.8
9428,430.4,1014.0,6.7,66,1016.6,941.4,10.1,124288,2341.0,138.8,9.8
9425,430.6,1014.0,6.7,75,1027.1,941.1,10.3,124611,2344.7,138.8,9.8
9426,430.7,1014.0,6.7,83,1047.9,940.7,10.4,124905,2348.9,138.8,9.8
9426,430.9,1014.0,6.7,102,952.0,940.3,10.6,125245,2352.3,138.8,9.8
9425,431.5,1014.0,6.7,117,934.1,940.1,10.5,125551,2356.2,138.8,9.8
9427,431.5,1014.0,6.7,139,893.0,939.9,10.6,125850,2360.3,138.8,9.8
9431,431.6,1014.0,6.7,148,868.9,939.8,10.6,126156,2364.2,138.8,9.8
9439,431.4,1014.0,6.7,171,821.8,939.6,10.6,126442,2368.6,138.8,9.8
9450,431.5,1014.0,6.7,184,809.4,939.6,10.6,126728,2372.8,138.8,9.8
9458,431.5,1014.0,6.7,184,849.9,939.5,10.8,127034,2376.8,138.7,9.8
9472,431.5,1014.1,6.7,183,818.3,939.5,10.7,127376,2380.1,138.7,9.8
9485,431.5,1014.1,6.7,176,791.6,939.4,10.7,127648,2384.8,138.7,9.8
9497,431.7,1014.1,6.7,166,808.5,939.7,10.7,127950,2388.9,138.7,9.8
9504,431.7,1014.1,6.7,176,791.2,939.8,10.7,128304,2392.0,138.7,9.8
9513,431.5,1014.1,6.7,176,815.5,939.8,10.7,128619,2395.9,138.7,9.8
9523,431.3,1014.1,6.7,188,793.3,940.0,10.7,128924,2400.0,138.7,9.8
9529,431.6,1014.1,6.7,194,772.4,940.0,10.7,129258,2403.6,138.7,9.8
9542,431.2,1014.1,6.7,204,791.4,940.2,10.6,129564,2407.6,138.7,9.8
9544,431.8,1014.1,6.7,201,828.2,940.3,10.6,129877,2411.4,138.7,9.8
9551,431.6,1014.1,6.7,213,795.0,940.5,10.6,130235,2414.5,138.7,9.8
9561,431.8,1014.2,6.7,214,801.8,940.7,10.6,130523,2418.9,138.7,9.8
9571,431.7,1014.2,6.7,220,809.2,940.8,10.5,130846,2422.5,138.7,9.8
9575,432.2,1014.2,6.7,232,789.6,941.0,10.4,131196,2425.8,138.7,9.8
9586,431.9,1014.2,6.7,247,789.6,940.9,10.4,131474,2430.3,138.7,9.8
9592,432.0,1014.2,6.7,250,833.5,941.0,10.3,131783,2434.1,138.7,9.8
9607,431.8,1014.2,6.7,259,817.3,941.0,10.2,132145,2437.1,138.7,9.8
9618,431.9,1014.2,6.7,257,818.0,941.3,10.2,132439,2441.4,138.7,9.8
9631,432.2,1014.2,6.7,249,847.6,941.4,10.2,132763,2445.0,138.7,9.8
9642,432.0,1014.2,6.7,257,836.0,941.4,10.2,133099,2448.5,138.7,9.8
9647,432.4,1014.2,6.7,259,840.2,941.3,10.2,133408,2452.4,138.7,9.8
9656,431.8,1014.3,6.7,288,809.1,941.2,10.2,133745,2456.0,138.7,9.8
9661,432.2,1014.3,6.7,292,808.7,941.2,10.1,134057,2459.9,138.7,9.8
9674,432.0,1014.3,6.7,299,809.1,941.2,10.1,134375,2463.8,138.7,9.8
9688,431.7,1014.3,6.7,305,821.2,941.2,10.1,134698,2467.4,138.7,9.8
9696,431.9,1014.3,6.7,313,817.0,941.1,10.0,135022,2471.1,138.7,9.8
9706,431.7,1014.3,6.7,323,816.7,941.1,10.0,135317,2475.3,138.7,9.8
9716,431.6,1014.3,6.7,340,807.6,941.1,10.0,135637,2479.1,138.7,9.8
9724,431.8,1014.3,6.7,349,800.2,940.9,10.0,135966,2482.7,138.7,9.8
9735,431.8,1014.3,6.7,357,806.1,940.8,10.0,136262,2486.9,138.6,9.8
9744,431.9,1014.3,6.7,365,817.8,940.8,10.0,136574,2490.8,138.6,9.8
9757,431.5,1014.4,6.7,381,811.2,940.7,10.0,136922,2494.0,138.6,9.9
9769,431.5,1014.4,6.7,387,806.7,940.8,10.0,137221,2498.1,138.6,9.9
9785,431.6,1014.4,6.7,389,775.2,940.9,9.9,137521,2502.3,138.6,9.9
9799,431.9,1014.4,6.7,395,767.7,940.7,10.0,137864,2505.6,138.6,9.9
9818,431.2,1014.4,6.7,402,777.9,940.8,9.9,138171,2509.5,138.6,9.9
9824,431.7,1014.4,6.7,408,788.0,940.7,10.0,138478,2513.4,138.6,9.9
9838,431.8,1014.4,6.7,406,785.6,940.6,9.9,138822,2516.7,138.6,9.9
9853,431.4,1014.4,6.7,410,774.5,940.6,10.0,139147,2520.4,138.6,9.9
9859,431.6,1014.4,6.7,414,776.3,940.5,10.0,139447,2524.5,138.6,9.9
9869,431.5,1014.4,6.7,427,772.0,940.2,10.1,139800,2527.7,138.6,9.9
9878,431.8,1014.4,6.7,427,798.7,940.1,10.1,140098,2531.7,138.5,9.9
9891,431.4,1014.4,6.7,450,781.3,940.0,10.1,140404,2535.7,138.5,9.9
9905,431.8,1014.4,6.6,446,799.0,939.9,10.1,140727,2539.2,138.5,9.9
9916,432.1,1014.4,6.6,455,781.7,939.8,10.2,141039,2543.0,138.5,9.9
9927,431.7,1014.4,6.6,474,788.1,939.8,10.3,141340,2547.1,138.5,9.9
9937,431.6,1014.4,6.6,474,798.2,939.7,10.3,141695,2550.1,138.5,9.9
9954,431.9,1014.5,6.6,477,765.8,939.7,10.4,142009,2553.9,138.5,9.9
9973,431.6,1014.5,6.6,473,758.7,939.6,10.5,142331,2557.6,138.5,9.9
9989,431.1,1014.5,6.6,478,778.0,939.7,10.6,142682,2560.8,138.5,9.9
10000,431.4,1014.5,6.6,477,777.0,939.7,10.6,142997,2564.6,138.5,9.9
10015,430.8,1014.5,6.6,486,780.2,939.6,10.7,143294,2568.8,138.5,9.9
10019,431.4,1014.5,6.6,490,765.7,939.5,10.7,143641,2572.1,138.5,9.9
10027,431.2,1014.5,6.6,495,777.4,939.5,10.8,143969,2575.7,138.5,9.9
10039,430.8,1014.5,6.6,506,780.5,939.5,10.8,144298,2579.3,138.4,9.9
10050,430.9,1014.5,6.6,509,769.1,939.6,10.9,144627,2583.0,138.4,9.9
10060,430.7,1014.5,6.6,519,778.1,939.7,10.9,144963,2586.4,138.4,9.9
10071,430.7,1014.5,6.6,526,797.0,939.7,10.9,145264,2590.3,138.4,9.9
10078,431.2,1014.5,6.6,530,815.8,939.8,10.9,145616,2593.2,138.4,9.9
10096,431.5,1014.5,6.6,532,806.6,939.9,10.9,145918,2597.0,138.4,9.9
10115,431.7,1014.5,6.6,527,782.9,939.9,10.9,146264,2600.3,138.4,9.9
10128,431.8,1014.5,6.6,533,785.5,939.9,11.0,146595,2603.8,138.4,9.9
10148,431.0,1014.5,6.6,547,805.8,939.9,11.0,146898,2607.7,138.3,9.9
10162,432.4,1014.5,6.6,551,749.0,940.0,11.0,147214,2611.5,138.3,9.9
10176,432.2,1014.5,6.6,559,766.7,940.0,11.0,147549,2614.9,138.3,9.9
10197,431.7,1014.5,6.6,564,757.6,940.0,10.9,147857,2619.0,138.3,9.9
10208,432.1,1014.5,6.6,556,773.6,939.9,10.9,148164,2623.0,138.3,9.9
10226,432.0,1014.4,6.6,554,773.1,939.9,10.8,148473,2626.9,138.3,9.9
10250,431.4,1014.4,6.6,563,780.1,939.9,10.9,148789,2630.6,138.3,9.9
10264,431.3,1014.4,6.6,569,789.9,939.9,10.8,149109,2634.1,138.3,9.9
10276,432.1,1014.4,6.6,554,807.2,939.8,10.9,149402,2638.1,138.3,9.9
10295,431.3,1014.4,6.6,590,778.6,939.9,10.8,149702,2642.1,138.3,9.9
10313,431.9,1014.4,6.6,588,775.7,939.8,10.8,150019,2645.8,138.3,9.9
10336,431.6,1014.4,6.6,588,782.7,939.8,10.8,150347,2649.2,138.3,9.9
10357,432.2,1014.4,6.6,579,770.2,939.7,10.8,150638,2653.3,138.4,10.0
10382,432.2,1014.4,6.6,576,788.3,939.6,10.8,150942,2656.9,138.4,10.0
10413,432.2,1014.4,6.6,564,814.5,939.5,10.9,151274,2660.2,138.4,10.0
10434,432.8,1014.4,6.6,552,809.1,939.3,10.9,151584,2663.9,138.4,10.0
10466,432.7,1014.4,6.6,544,795.1,939.0,11.0,151885,2667.7,138.4,10.0
10487,432.6,1014.4,6.6,543,781.5,939.0,11.0,152221,2671.1,138.4,10.0
10500,432.5,1014.3,6.6,553,769.4,938.9,11.0,152536,2675.0,138.4,10.0
10521,432.2,1014.3,6.6,552,765.7,938.8,11.0,152885,2678.2,138.4,10.0
10537,432.6,1014.3,6.6,537,781.1,938.6,11.0,153224,2681.4,138.4,10.0
10552,432.2,1014.3,6.6,533,774.9,938.6,11.0,153539,2685.4,138.4,10.0
10563,432.3,1014.3,6.6,539,733.7,938.4,11.0,153899,2688.7,138.4,10.0
10575,432.2,1014.3,6.6,533,739.5,938.4,11.1,154268,2691.8,138.4,10.0
10593,431.9,1014.3,6.6,530,737.9,938.4,11.1,154580,2695.8,138.4,10.0
10605,432.2,1014.3,6.6,515,732.1,938.4,11.1,154930,2699.3,138.4,10.0
10619,431.7,1014.3,6.6,521,737.6,938.3,11.1,155291,2702.5,138.4,10.0
10633,431.3,1014.3,6.6,512,751.0,938.3,11.1,155638,2706.1,138.4,10.0
10645,431.5,1014.2,6.6,507,742.7,938.4,11.1,155994,2709.4,138.4,10.0
10658,431.2,1014.2,6.6,511,738.2,938.3,11.1,156313,2713.4,138.4,10.0
10669,431.0,1014.2,6.6,505,752.9,938.3,11.1,156657,2717.0,138.4,10.0
10680,431.2,1014.2,6.6,497,754.9,938.3,11.1,157028,2720.1,138.4,10.0
10692,430.5,1014.2,6.6,495,767.0,938.2,11.1,157356,2724.0,138.4,10.0
10698,430.9,1014.2,6.6,485,757.9,938.4,11.1,157701,2727.7,138.5,10.0
10710,430.5,1014.2,6.6,481,753.9,938.5,11.2,158060,2731.1,138.5,10.0
10722,430.3,1014.2,6.6,473,777.0,938.4,11.2,158406,2734.7,138.5,10.0
10729,430.4,1014.2,6.6,466,780.6,938.4,11.1,158738,2738.6,138.5,10.0
10739,430.2,1014.2,6.6,470,766.6,938.5,11.1,159079,2742.2,138.5,10.0
10744,429.9,1014.2,6.6,479,764.4,938.6,11.2,159427,2745.8,138.5,10.0
10745,429.9,1014.2,6.6,494,762.0,938.5,11.2,159769,2749.4,138.5,10.0
10755,429.7,1014.2,6.6,501,775.9,938.6,11.2,160091,2753.3,138.5,10.0
10769,429.4,1014.2,6.6,512,768.7,938.8,11.2,160407,2757.2,138.5,10.0
10785,428.9,1014.2,6.6,524,761.9,939.0,11.0,160719,2761.3,138.5,10.1
10785,429.6,1014.2,6.6,539,783.7,939.2,10.9,161052,2764.8,138.5,10.1
10789,429.9,1014.1,6.6,556,787.3,939.3,10.9,161339,2769.1,138.5,10.1
10803,429.5,1014.1,6.6,575,826.7,939.5,10.8,161659,2772.6,138.5,10.1
10808,430.1,1014.1,6.6,589,821.2,939.7,10.7,161972,2776.3,138.5,10.1
10825,430.0,1014.1,6.6,606,807.1,939.8,10.7,162275,2780.3,138.6,10.1
10841,430.1,1014.1,6.6,612,851.8,939.8,10.6,162591,2783.7,138.6,10.1
10862,429.8,1014.1,6.6,624,867.8,940.0,10.5,162914,2787.0,138.6,10.1
10883,429.4,1014.1,6.6,643,863.9,940.3,10.5,163212,2790.9,138.6,10.1
10901,429.9,1014.1,6.6,640,873.6,940.2,10.5,163544,2794.2,138.6,10.1
10924,429.5,1014.1,6.6,660,882.9,940.3,10.5,163872,2797.3,138.6,10.1
10940,429.9,1014.1,6.6,660,907.0,940.4,10.6,164173,2800.9,138.6,10.1
10962,429.7,1014.1,6.6,677,916.5,940.5,10.5,164479,2804.2,138.6,10.1
10984,430.1,1014.1,6.6,664,921.9,940.5,10.6,164798,2807.5,138.6,10.1
11011,429.9,1014.0,6.6,678,931.2,940.6,10.5,165091,2811.1,138.6,10.1
11042,429.1,1014.0,6.6,713,902.5,940.7,10.5,165382,2814.9,138.6,10.1
11059,429.7,1014.0,6.6,728,902.8,940.8,10.4,165666,2818.6,138.6,10.1
11088,429.4,1014.0,6.6,731,904.5,940.9,10.4,165970,2822.2,138.6,10.1
11116,429.9,1014.0,6.6,744,885.8,941.0,10.4,166259,2825.8,138.7,10.1
11148,429.5,1014.0,6.6,741,901.3,941.0,10.4,166577,2829.0,138.7,10.1
11184,429.5,1014.0,6.6,746,900.6,941.1,10.3,166865,2832.6,138.7,10.1
11212,430.3,1014.0,6.6,732,930.0,941.1,10.3,167170,2835.8,138.7,10.1
11261,429.2,1014.0,6.6,730,945.7,941.2,10.2,167471,2839.2,138.7,10.1
11299,429.6,1014.0,6.6,717,963.2,941.2,10.2,167796,2842.2,138.7,10.1
11340,429.6,1014.0,6.6,699,973.7,941.2,10.2,168084,2845.9,138.7,10.1
11375,429.9,1014.0,6.6,685,966.0,941.1,10.2,168398,2849.1,138.7,10.1
11412,430.2,1014.0,6.6,672,1010.0,941.1,10.3,168698,2852.3,138.7,10.1
11448,429.6,1013.9,6.6,669,998.9,941.0,10.3,169032,2855.4,138.7,10.1
11478,429.9,1013.9,6.6,649,1058.4,941.0,10.2,169356,2858.3,138.7,10.1
11511,430.3,1013.9,6.6,639,1033.8,940.9,10.2,169687,2861.3,138.7,10.1
11539,431.4,1013.9,6.6,630,945.8,940.9,10.1,170035,2864.3,138.7,10.1
11579,430.1,1013.9,6.6,628,958.9,940.9,10.2,170368,2867.3,138.7,10.1
11597,431.1,1013.9,6.6,604,978.4,940.8,10.2,170696,2870.4,138.7,10.1
11655,429.8,1013.9,6.6,593,979.6,940.9,10.2,171011,2873.6,138.7,10.1
11691,430.5,1013.9,6.6,563,947.8,940.8,10.2,171355,2876.8,138.7,10.1
11732,430.0,1013.9,6.6,539,934.9,940.7,10.2,171702,2879.9,138.7,10.1
11767,429.6,1013.9,6.6,516,985.3,940.7,10.1,172025,2883.2,138.7,10.1
11807,429.2,1013.9,6.6,493,995.1,940.7,10.2,172353,2886.6,138.7,10.2
11850,428.9,1013.9,6.6,459,1023.2,940.6,10.2,172718,2889.3,138.7,10.2
11883,428.6,1013.9,6.6,430,1059.5,940.6,10.2,173081,2892.2,138.7,10.2
11911,428.7,1013.9,6.6,396,1050.9,940.5,10.3,173435,2895.5,138.6,10.2
11943,427.8,1013.8,6.6,388,1060.2,940.5,10.3,173820,2898.1,138.7,10.2
11964,428.6,1013.8,6.6,362,1021.6,940.4,10.3,174183,2901.2,138.6,10.2
11995,427.6,1013.8,6.6,339,1023.0,940.3,10.4,174588,2903.6,138.6,10.2
12007,428.2,1013.8,6.6,318,1003.2,940.2,10.3,174960,2906.6,138.6,10.2
12017,427.8,1013.8,6.6,320,1005.9,940.3,10.2,175360,2909.3,138.7,10.2
12036,426.7,1013.8,6.6,324,1020.7,940.1,10.1,175745,2912.2,138.7,10.2
12045,427.4,1013.8,6.6,324,958.4,940.2,10.1,176153,2914.7,138.7,10.2
12052,426.6,1013.8,6.6,318,986.2,940.3,10.1,176538,2917.6,138.7,10.2
12063,426.4,1013.8,6.6,323,961.4,940.1,10.1,176931,2920.5,138.7,10.2
12079,425.3,1013.8,6.6,323,886.5,940.3,10.1,177339,2923.2,138.7,10.2
12087,425.0,1013.8,6.6,318,863.3,940.3,10.1,177731,2926.1,138.7,10.2
12087,425.8,1013.8,6.6,306,828.3,940.3,10.1,178122,2929.1,138.7,10.2
12097,425.2,1013.8,6.6,312,781.6,940.4,10.1,178539,2931.8,138.7,10.2
12098,425.2,1013.8,6.6,292,860.6,940.4,10.1,178943,2934.6,138.7,10.2
12112,424.6,1013.8,6.6,290,819.0,940.3,10.1,179359,2937.4,138.7,10.2
12109,425.1,1013.8,6.6,280,792.7,940.4,10.2,179798,2939.9,138.7,10.2
12117,424.1,1013.8,6.6,284,829.1,940.4,10.3,180199,2943.0,138.7,10.2
12113,424.2,1013.8,6.6,275,858.1,940.5,10.3,180622,2945.7,138.7,10.2
12105,423.9,1013.8,6.6,280,890.0,940.4,10.3,181033,2948.6,138.7,10.2
12108,423.3,1013.8,6.6,284,855.0,940.5,10.2,181420,2952.0,138.7,10.2
12107,423.4,1013.8,6.6,287,834.6,940.6,10.2,181836,2954.8,138.7,10.2
12101,423.5,1013.8,6.6,280,901.1,940.7,10.2,182218,2958.1,138.7,10.2
12097,423.3,1013.8,6.6,284,935.2,940.8,10.3,182630,2960.8,138.7,10.2
12097,423.3,1013.8,6.6,289,960.5,941.0,10.3,183020,2963.9,138.7,10.2
12100,423.3,1013.8,6.6,291,968.3,940.9,10.3,183395,2967.2,138.7,10.2
12099,423.6,1013.8,6.6,287,945.9,940.9,10.3,183808,2970.0,138.7,10.2
12109,423.5,1013.8,6.6,278,1042.3,941.0,10.3,184180,2973.3,138.6,10.3
12106,424.3,1013.8,6.6,277,1073.6,941.3,10.3,184530,2976.8,138.6,10.3
12112,423.9,1013.8,6.6,293,1040.3,941.4,10.4,184955,2979.3,138.6,10.3
12131,423.2,1013.8,6.6,282,1097.0,941.4,10.3,185352,2982.2,138.6,10.3
12130,423.9,1013.8,6.6,277,1205.0,941.5,10.4,185707,2985.6,138.6,10.3
12141,424.0,1013.8,6.6,275,1198.9,941.7,10.3,186126,2988.1,138.6,10.3
12152,424.0,1013.8,6.7,276,1183.7,941.8,10.3,186530,2990.9,138.6,10.3
12161,423.9,1013.8,6.7,285,1230.7,941.7,10.3,186899,2994.1,138.6,10.3
12167,424.0,1013.8,6.7,287,1277.3,941.7,10.4,187297,2996.9,138.6,10.3
12167,424.5,1013.8,6.7,297,1210.8,941.5,10.4,187682,2999.8,138.6,10.3
12174,424.6,1013.8,6.7,309,1178.4,941.5,10.5,188037,3003.2,138.6,10.3
12176,425.0,1013.8,6.7,311,1229.4,941.3,10.5,188454,3005.7,138.6,10.3
12189,427.2,1013.8,6.7,327,1140.1,941.3,10.5,188801,3008.9,138.5,10.3
12199,427.2,1013.8,6.7,348,1106.0,941.2,10.5,189170,3012.0,138.5,10.3
12210,427.4,1013.8,6.7,359,1146.6,941.1,10.5,189543,3014.9,138.5,10.3
12228,427.4,1013.8,6.7,373,1149.0,941.1,10.5,189911,3017.9,138.5,10.3
12245,428.6,1013.8,6.7,366,1123.5,941.0,10.5,190293,3020.6,138.5,10.3
12264,427.8,1013.8,6.7,380,1088.0,940.9,10.5,190648,3023.9,138.5,10.3
12284,428.0,1013.8,6.7,371,1051.4,940.8,10.5,191010,3027.1,138.5,10.3
12317,427.6,1013.8,6.7,373,1021.2,940.6,10.7,191377,3030.3,138.5,10.3
12334,427.6,1013.8,6.7,366,1088.5,940.4,10.7,191779,3032.6,138.5,10.3
12352,428.2,1013.8,6.7,355,1248.3,940.4,10.9,192123,3035.5,138.5,10.3
12383,428.3,1013.8,6.7,363,1208.0,940.3,10.9,192499,3038.2,138.5,10.3
12414,428.2,1013.8,6.7,352,1270.1,940.2,11.0,192888,3040.6,138.4,10.3
12433,429.5,1013.8,6.7,347,1151.1,940.0,11.0,193267,3043.3,138.4,10.3
12463,429.2,1013.8,6.7,335,1218.3,939.9,11.0,193660,3045.6,138.4,10.3
12480,429.7,1013.8,6.7,329,1174.3,939.6,11.1,194058,3048.3,138.4,10.3
12506,429.0,1013.8,6.7,334,1159.9,939.5,11.0,194434,3051.4,138.4,10.3
12524,429.2,1013.8,6.7,336,1174.2,939.4,11.1,194829,3054.1,138.4,10.3
12529,430.5,1013.8,6.7,338,1090.8,939.6,11.1,195217,3056.9,138.4,10.3
12555,430.1,1013.8,6.7,349,1096.8,939.7,11.1,195601,3059.8,138.4,10.3
12571,430.3,1013.8,6.7,351,1041.7,939.8,11.1,195941,3063.5,138.4,10.3
12591,430.6,1013.8,6.7,347,1106.1,939.7,11.1,196343,3066.1,138.4,10.3
12606,431.2,1013.8,6.7,349,1108.5,939.6,11.1,196757,3068.6,138.4,10.3
12621,432.3,1013.9,6.7,347,1035.2,939.7,11.1,197095,3072.3,138.4,10.3
12630,431.2,1013.9,6.7,359,1046.7,939.8,11.2,197480,3075.4,138.4,10.3
12646,430.7,1013.9,6.7,364,1073.9,939.7,11.2,197856,3078.6,138.4,10.3
12650,431.2,1013.9,6.7,364,1081.5,939.9,11.1,198228,3081.9,138.4,10.3
12660,431.0,1013.9,6.7,365,1129.4,939.8,11.1,198639,3084.6,138.4,10.3
12670,431.8,1013.9,6.7,363,1139.7,939.7,11.2,199042,3087.4,138.4,10.3
12681,432.1,1013.9,6.7,367,1093.9,939.8,11.2,199406,3090.8,138.4,10.3
12701,431.9,1013.9,6.7,375,1061.4,940.0,11.2,199791,3094.1,138.4,10.4
12710,431.8,1013.9,6.7,399,1053.0,940.0,11.1,200144,3097.6,138.4,10.4
12716,432.6,1013.9,6.7,412,1062.6,940.2,11.0,200472,3101.3,138.4,10.4
12725,432.4,1013.9,6.7,454,1006.2,940.3,11.0,200854,3104.5,138.4,10.4
12730,432.4,1013.9,6.7,497,1084.9,940.6,11.0,201155,3108.2,138.4,10.4
12733,433.0,1013.9,6.7,536,1103.5,940.8,10.9,201454,3111.9,138.4,10.4
12750,434.1,1013.9,6.7,583,1048.5,941.0,10.9,201789,3115.1,138.4,10.4
12760,434.1,1013.9,6.7,643,1068.2,941.1,10.8,202089,3118.5,138.4,10.4
12779,434.4,1013.9,6.7,684,1055.2,941.2,10.8,202380,3122.4,138.4,10.4
12809,434.1,1013.9,6.7,724,1068.7,941.2,10.6,202691,3125.5,138.4,10.4
12840,434.8,1013.9,6.8,743,1061.4,941.0,10.5,202996,3128.8,138.4,10.4
12872,435.2,1013.9,6.8,758,1121.2,941.0,10.4,203250,3132.7,138.4,10.4
12907,436.2,1014.0,6.8,778,1151.5,940.9,10.3,203572,3135.3,138.4,10.4
12964,436.3,1014.0,6.8,797,1144.7,940.9,10.3,203871,3138.4,138.4,10.4
13011,437.2,1014.0,6.8,792,1199.5,940.9,10.4,204155,3141.4,138.4,10.4
13074,436.6,1014.0,6.8,797,1217.5,940.9,10.5,204481,3144.0,138.4,10.4
13136,438.0,1014.0,6.8,785,1181.5,940.8,10.6,204771,3147.1,138.4,10.4
13203,438.6,1014.0,6.8,737,1237.5,940.8,10.8,205065,3150.1,138.4,10.4
13278,439.3,1014.1,6.8,708,1225.2,940.9,10.9,205396,3152.6,138.4,10.4
13345,438.6,1014.1,6.8,684,1237.9,940.8,10.9,205758,3154.9,138.4,10.4
13416,437.7,1014.1,6.8,674,1218.3,940.9,11.1,206066,3158.1,138.4,10.4
13476,438.6,1014.1,6.8,645,1167.9,940.9,11.2,206415,3160.7,138.4,10.4
13531,438.4,1014.1,6.8,638,1188.8,940.7,11.1,206756,3163.3,138.4,10.4
13591,438.5,1014.1,6.8,622,1202.1,940.8,11.2,207129,3165.5,138.4,10.4
