wolfCount,wolfEnergy,wolfRepro,wolfFatigue,rabbitCount,rabbitEnergy,rabbitRepro,rabbitFatigue,grassCount,grassEnergy,grassRepro,grassFatigue
813,416.9,1017.5,7.4,7,574.8,928.3,6.0,10326,705.9,131.0,6.9
807,417.6,1017.5,7.4,8,605.1,929.3,6.1,10434,708.8,131.0,6.9
803,417.6,1017.5,7.4,10,601.4,929.5,6.1,10530,712.5,131.1,6.9
800,417.5,1017.5,7.3,9,692.8,930.2,6.2,10619,716.6,131.1,6.9
798,416.9,1017.5,7.3,10,643.1,930.6,6.3,10731,719.3,131.1,6.9
796,416.0,1017.5,7.3,13,635.9,930.8,6.4,10830,722.9,131.1,6.9
793,415.6,1017.5,7.3,14,732.8,931.2,6.5,10922,726.7,131.1,6.9
792,414.7,1017.5,7.3,16,735.0,931.3,6.4,11041,728.9,131.1,6.9
790,413.9,1017.5,7.3,20,722.2,931.6,6.5,11135,732.6,131.1,6.9
787,413.8,1017.5,7.3,24,704.4,931.9,6.4,11240,735.7,131.1,6.9
782,417.2,1017.5,7.3,23,734.3,931.9,6.4,11352,738.2,131.2,6.9
780,416.5,1017.5,7.3,27,687.0,932.6,6.4,11445,742.2,131.1,6.9
777,416.5,1017.4,7.3,33,674.4,932.9,6.4,11537,746.0,131.2,6.9
774,417.2,1017.4,7.3,35,700.7,933.2,6.5,11638,749.4,131.2,6.9
767,420.8,1017.4,7.3,36,727.4,933.5,6.5,11730,753.2,131.1,6.9
766,421.8,1017.4,7.3,38,724.6,934.1,6.4,11825,756.8,131.2,6.9
765,422.4,1017.4,7.3,41,715.0,934.2,6.5,11921,760.6,131.2,7.0
766,420.7,1017.4,7.3,45,719.1,934.5,6.6,12000,765.3,131.2,7.0
765,424.3,1017.4,7.3,41,709.8,933.9,6.5,12104,768.6,131.2,7.0
766,428.1,1017.4,7.3,31,665.8,934.0,6.4,12208,772.1,131.2,7.0
769,429.3,1017.4,7.3,19,673.4,933.6,6.3,12312,775.7,131.2,7.0
769,427.4,1017.4,7.2,16,739.4,933.3,6.3,12429,778.5,131.2,7.0
768,429.8,1017.4,7.2,10,746.1,933.2,6.4,12562,780.5,131.3,7.0
770,428.1,1017.4,7.2,8,639.1,932.6,6.4,12667,784.2,131.3,7.0
767,429.9,1017.4,7.2,5,520.6,930.1,6.0,12782,787.3,131.3,7.0
765,429.7,1017.4,7.2,3,922.2,932.2,6.2,12916,789.3,131.3,7.0
763,429.9,1017.4,7.2,3,818.2,934.1,6.3,13028,792.7,131.3,7.0
759,430.9,1017.4,7.2,4,846.5,933.9,6.2,13138,796.2,131.3,7.0
756,431.6,1017.3,7.2,5,1009.2,933.7,6.4,13263,798.6,131.4,7.0
753,433.3,1017.3,7.2,4,858.7,933.6,6.5,13382,801.6,131.4,7.0
753,433.1,1017.3,7.2,3,1104.7,934.1,6.5,13505,804.3,131.4,7.0
751,433.7,1017.3,7.2,2,1414.2,934.1,6.9,13632,807.0,131.4,7.1
749,433.7,1017.3,7.2,3,1125.2,934.0,6.9,13744,810.5,131.4,7.1
746,434.3,1017.3,7.2,5,821.3,934.4,6.7,13872,813.2,131.4,7.1
743,435.4,1017.3,7.2,6,924.3,934.1,6.7,14018,814.8,131.5,7.1
741,436.0,1017.3,7.2,8,789.4,934.1,6.9,14127,818.5,131.5,7.1
741,436.3,1017.3,7.2,8,785.3,934.0,6.8,14252,821.4,131.5,7.1
738,437.6,1017.3,7.2,8,915.9,933.9,7.0,14381,823.9,131.5,7.1
738,437.6,1017.3,7.2,9,876.1,933.8,7.4,14510,826.5,131.5,7.1
737,438.3,1017.3,7.2,8,1040.7,933.5,7.2,14631,829.4,131.5,7.1
738,437.3,1017.3,7.2,8,1092.5,933.4,7.2,14761,832.1,131.5,7.1
733,440.4,1017.3,7.2,8,1143.7,932.8,7.2,14887,835.0,131.5,7.1
732,441.0,1017.3,7.2,9,1044.5,932.6,7.3,15025,837.2,131.5,7.1
729,442.4,1017.3,7.2,9,1155.1,932.7,7.5,15153,840.1,131.6,7.1
728,444.3,1017.3,7.2,10,1025.6,933.5,7.2,15282,842.7,131.6,7.1
729,442.1,1017.3,7.2,12,1203.1,933.6,7.3,15430,844.2,131.6,7.1
729,442.8,1017.3,7.2,16,931.9,933.6,7.5,15547,847.7,131.6,7.2
728,444.8,1017.3,7.2,19,949.5,933.6,7.4,15650,851.6,131.6,7.2
727,444.4,1017.3,7.2,25,912.5,933.9,7.6,15786,853.9,131.6,7.2
726,448.4,1017.3,7.2,26,827.2,934.0,7.7,15907,857.2,131.6,7.2
726,446.7,1017.3,7.2,33,919.0,934.2,7.8,16006,861.0,131.6,7.2
728,448.5,1017.3,7.2,38,868.7,934.3,7.8,16127,863.8,131.6,7.2
732,451.4,1017.3,7.2,32,873.7,934.2,8.0,16249,866.8,131.6,7.2
735,455.5,1017.3,7.2,23,792.5,934.3,8.2,16373,869.9,131.7,7.2
736,457.3,1017.3,7.2,18,825.0,934.6,8.2,16521,872.0,131.7,7.2
739,456.1,1017.3,7.2,13,840.9,934.0,8.0,16644,875.4,131.7,7.2
739,457.5,1017.3,7.2,11,940.6,933.3,8.2,16780,878.1,131.7,7.2
738,459.4,1017.3,7.2,10,1005.0,933.9,8.2,16925,880.4,131.7,7.2
739,457.9,1017.3,7.2,12,1004.5,934.0,8.1,17054,883.5,131.7,7.2
738,458.5,1017.3,7.2,13,993.7,934.2,8.2,17171,887.4,131.7,7.2
736,459.1,1017.3,7.2,15,996.6,934.2,8.3,17313,890.0,131.8,7.2
734,459.7,1017.3,7.2,22,848.8,934.2,8.2,17445,893.3,131.8,7.2
733,459.7,1017.3,7.2,26,890.5,934.2,8.2,17551,897.6,131.8,7.2
732,463.7,1017.3,7.2,29,811.2,934.0,8.0,17662,901.6,131.8,7.2
731,465.1,1017.3,7.2,31,845.9,933.8,8.0,17792,904.8,131.8,7.3
733,466.6,1017.3,7.2,29,919.5,933.7,7.7,17887,909.6,131.8,7.3
733,467.2,1017.3,7.2,35,829.2,933.8,7.9,18036,911.8,131.8,7.3
733,469.9,1017.3,7.2,34,864.0,933.9,7.8,18151,915.6,131.8,7.3
733,471.0,1017.3,7.2,39,859.3,934.0,7.8,18274,919.1,131.8,7.3
735,471.4,1017.3,7.2,42,837.8,934.0,7.8,18394,922.6,131.9,7.3
737,476.5,1017.3,7.1,36,821.7,934.0,7.9,18530,925.6,131.9,7.3
742,473.5,1017.3,7.1,38,806.3,934.0,8.0,18636,929.9,131.9,7.3
744,474.8,1017.3,7.1,43,771.6,934.1,8.0,18771,932.9,131.9,7.3
749,475.7,1017.3,7.1,39,788.2,934.1,8.0,18899,936.1,131.9,7.3
752,476.1,1017.3,7.1,37,859.3,934.2,7.9,19026,939.4,131.9,7.3
754,477.7,1017.4,7.1,41,820.8,934.3,7.8,19145,943.1,132.0,7.3
760,477.3,1017.4,7.1,39,776.0,934.2,7.8,19286,945.9,132.0,7.3
766,478.5,1017.4,7.1,32,845.6,934.4,7.8,19408,949.3,132.0,7.3
769,476.4,1017.4,7.1,37,865.0,934.5,7.8,19548,952.2,132.0,7.3
772,478.9,1017.4,7.1,37,833.2,934.5,7.7,19657,956.5,132.0,7.3
775,482.4,1017.4,7.1,32,696.2,934.8,7.7,19793,959.8,132.0,7.3
777,483.4,1017.4,7.1,28,730.8,934.7,7.7,19920,963.6,132.0,7.4
781,480.6,1017.4,7.0,31,719.7,935.3,7.8,20048,967.5,132.1,7.4
782,481.2,1017.4,7.0,30,746.8,935.6,7.9,20157,972.1,132.1,7.4
783,481.1,1017.4,7.0,30,759.7,935.5,7.9,20300,975.3,132.1,7.4
784,482.1,1017.4,7.0,30,780.1,935.7,8.0,20429,979.0,132.1,7.4
785,483.5,1017.4,7.0,30,784.5,935.4,7.9,20548,983.2,132.1,7.4
790,479.7,1017.5,7.0,34,756.5,935.4,7.9,20677,987.0,132.1,7.4
791,479.1,1017.5,7.0,40,752.4,935.2,8.0,20810,990.6,132.2,7.4
793,478.6,1017.5,7.0,39,813.1,935.3,7.9,20941,994.2,132.2,7.4
795,478.7,1017.5,7.0,47,762.8,935.5,7.8,21067,998.0,132.2,7.4
798,477.7,1017.5,7.0,49,820.8,935.8,7.9,21165,1002.9,132.2,7.4
798,479.4,1017.5,7.0,54,857.4,936.0,8.0,21293,1006.4,132.2,7.4
799,478.1,1017.5,7.0,66,837.8,936.1,7.9,21414,1010.3,132.3,7.4
799,479.0,1017.5,7.0,77,846.3,936.1,7.9,21521,1014.7,132.3,7.4
799,480.4,1017.5,7.0,92,821.2,936.2,7.7,21612,1019.8,132.3,7.4
800,481.3,1017.5,7.0,108,807.9,936.3,7.7,21700,1024.8,132.3,7.4
805,478.7,1017.5,7.0,122,797.9,936.4,7.6,21808,1028.9,132.3,7.4
806,482.1,1017.5,7.0,130,791.3,936.7,7.6,21902,1033.5,132.3,7.4
809,482.7,1017.5,7.0,148,790.7,936.7,7.6,21982,1038.5,132.3,7.4
817,478.2,1017.5,7.0,168,773.8,936.9,7.7,22087,1042.5,132.3,7.4
822,482.5,1017.5,7.0,168,791.4,936.8,7.7,22200,1046.0,132.3,7.5
832,479.8,1017.5,7.0,177,800.3,936.9,7.8,22290,1050.4,132.4,7.5
837,483.4,1017.5,7.0,184,802.0,937.0,7.8,22361,1055.6,132.4,7.5
846,481.2,1017.6,7.0,203,783.8,937.1,7.8,22492,1058.0,132.4,7.5
857,478.3,1017.6,7.0,220,780.9,937.3,7.8,22580,1062.3,132.5,7.5
864,482.2,1017.6,6.9,223,787.2,937.4,7.9,22654,1067.1,132.5,7.5
870,485.9,1017.6,6.9,232,786.8,937.3,7.9,22743,1071.4,132.5,7.5
880,485.3,1017.6,6.9,246,773.1,937.4,7.9,22861,1074.5,132.5,7.5
891,489.3,1017.6,6.9,251,761.1,937.2,7.9,22943,1079.1,132.6,7.5
906,486.7,1017.6,6.9,251,789.1,937.2,8.0,23023,1083.3,132.6,7.5
916,490.2,1017.7,6.9,257,789.4,937.1,8.0,23140,1086.1,132.6,7.5
931,489.9,1017.7,6.9,257,781.0,936.8,8.0,23233,1090.1,132.7,7.5
947,494.9,1017.7,6.9,244,788.1,936.3,8.1,23321,1094.0,132.7,7.5
963,493.9,1017.7,6.8,250,780.1,935.9,8.1,23428,1097.3,132.7,7.5
986,490.5,1017.7,6.8,249,776.4,935.5,8.1,23500,1101.8,132.8,7.5
993,494.6,1017.7,6.8,251,797.2,935.6,8.2,23591,1105.3,132.8,7.5
1011,491.2,1017.8,6.8,259,785.5,935.5,8.2,23697,1108.5,132.9,7.5
1018,497.8,1017.8,6.8,260,797.0,935.5,8.2,23779,1112.5,132.9,7.5
1038,488.3,1017.9,6.8,279,811.2,935.4,8.2,23857,1116.2,133.0,7.5
1052,492.9,1017.9,6.8,276,792.6,935.4,8.1,23975,1118.7,133.0,7.5
1074,489.2,1018.0,6.7,276,800.5,935.7,8.1,24051,1122.7,133.0,7.5
1089,491.6,1018.0,6.7,264,820.4,935.7,8.1,24162,1125.2,133.1,7.5
1107,489.7,1018.1,6.7,268,821.7,935.8,8.1,24271,1127.8,133.1,7.5
1126,487.0,1018.2,6.7,264,827.8,935.9,8.1,24355,1131.6,133.1,7.5
1140,488.1,1018.2,6.7,269,812.8,936.0,8.2,24440,1135.3,133.1,7.5
1159,484.6,1018.2,6.7,278,819.7,936.1,8.1,24570,1136.8,133.2,7.6
1175,485.9,1018.3,6.7,271,839.9,936.2,8.2,24657,1140.3,133.2,7.6
1187,489.5,1018.3,6.7,279,823.5,936.3,8.2,24763,1143.0,133.2,7.6
1201,484.4,1018.3,6.7,285,855.4,936.3,8.2,24875,1145.0,133.3,7.6
1208,486.9,1018.4,6.7,292,865.0,936.3,8.2,24971,1148.1,133.3,7.6
1220,484.0,1018.4,6.7,311,851.4,936.3,8.2,25071,1151.2,133.3,7.6
1232,484.9,1018.4,6.7,323,833.3,936.3,8.1,25187,1153.2,133.3,7.6
1244,488.8,1018.5,6.6,333,825.6,936.1,8.1,25252,1157.5,133.3,7.6
1261,487.5,1018.5,6.6,351,820.6,936.2,8.2,25324,1161.1,133.4,7.6
1279,485.9,1018.6,6.6,355,841.2,936.1,8.1,25422,1163.4,133.4,7.6
1294,489.3,1018.6,6.6,373,826.1,936.2,8.1,25497,1166.3,133.4,7.6
1321,487.2,1018.7,6.6,382,822.5,936.1,8.1,25546,1170.7,133.4,7.6
1342,492.7,1018.7,6.6,390,788.3,936.2,8.1,25640,1173.1,133.5,7.6
1369,492.4,1018.8,6.6,388,793.5,936.1,8.1,25683,1178.1,133.5,7.6
1392,497.3,1018.8,6.6,368,813.6,936.2,8.1,25759,1181.2,133.5,7.6
1419,493.8,1018.9,6.6,372,820.1,936.2,8.1,25853,1183.4,133.5,7.6
1448,491.9,1018.9,6.6,378,810.3,936.2,8.1,25917,1187.2,133.5,7.6
1469,496.3,1019.0,6.6,363,823.1,936.2,8.0,25985,1191.0,133.6,7.7
1502,491.5,1019.0,6.6,356,810.7,936.1,8.1,26098,1192.7,133.6,7.7
1522,491.0,1019.0,6.6,357,801.3,936.2,8.0,26171,1197.0,133.6,7.7
1549,485.9,1019.1,6.6,362,790.0,936.0,8.0,26254,1200.6,133.6,7.7
1566,486.3,1019.1,6.6,370,793.5,936.1,8.0,26380,1202.0,133.6,7.7
1580,488.7,1019.1,6.6,370,822.9,936.1,8.0,26454,1205.1,133.6,7.7
1600,488.9,1019.1,6.6,362,801.1,936.1,7.9,26537,1208.7,133.6,7.7
1629,485.6,1019.1,6.6,346,818.8,936.2,8.0,26653,1210.9,133.6,7.7
1654,485.3,1019.1,6.6,345,782.6,936.1,8.0,26758,1213.6,133.6,7.7
1670,490.0,1019.1,6.6,344,763.5,936.1,8.0,26840,1217.1,133.6,7.7
1697,487.4,1019.2,6.6,333,766.9,936.0,8.1,26927,1220.9,133.6,7.7
1714,488.9,1019.2,6.6,328,779.7,935.9,8.0,27014,1224.5,133.6,7.7
1743,485.1,1019.2,6.6,321,778.1,935.7,8.0,27102,1228.0,133.6,7.7
1771,481.5,1019.2,6.6,311,776.3,935.8,8.1,27205,1231.3,133.6,7.7
1792,481.0,1019.2,6.6,308,767.3,935.6,8.1,27285,1235.7,133.6,7.7
1810,481.6,1019.2,6.6,295,771.6,935.7,8.2,27385,1239.7,133.6,7.7
1830,479.1,1019.3,6.6,294,769.1,935.6,8.1,27486,1243.5,133.6,7.7
1852,476.4,1019.3,6.6,292,769.9,935.5,8.1,27573,1247.9,133.6,7.7
1863,477.9,1019.3,6.6,286,784.0,935.5,8.0,27637,1253.3,133.6,7.7
1884,475.4,1019.3,6.6,286,779.2,935.5,8.0,27736,1257.0,133.6,7.8
1903,472.3,1019.3,6.6,300,792.0,935.4,8.0,27781,1262.5,133.6,7.8
1915,474.0,1019.3,6.6,296,798.3,935.3,7.9,27863,1266.9,133.6,7.8
1935,470.8,1019.3,6.6,303,783.9,935.2,7.9,27937,1271.5,133.6,7.8
1949,469.8,1019.3,6.6,307,790.1,935.0,7.9,28010,1276.3,133.6,7.8
1966,467.4,1019.3,6.6,321,786.4,935.0,7.8,28096,1280.3,133.6,7.8
1981,468.5,1019.3,6.6,315,804.1,934.9,7.8,28165,1284.6,133.6,7.8
2000,464.6,1019.4,6.6,337,804.4,934.8,7.7,28239,1288.7,133.6,7.8
2018,465.2,1019.4,6.6,323,832.5,934.7,7.7,28321,1291.9,133.7,7.8
2034,466.9,1019.4,6.6,334,794.4,934.6,7.6,28410,1295.3,133.7,7.8
2054,465.8,1019.4,6.6,325,815.2,934.6,7.5,28481,1299.5,133.7,7.8
2070,465.7,1019.4,6.6,331,806.2,934.4,7.5,28558,1303.0,133.7,7.8
2088,465.4,1019.4,6.6,340,789.3,934.2,7.5,28652,1306.3,133.7,7.8
2107,464.0,1019.4,6.6,341,824.0,933.9,7.4,28722,1309.8,133.7,7.8
2136,461.5,1019.4,6.6,337,807.9,933.8,7.4,28824,1312.5,133.7,7.8
2154,463.0,1019.4,6.6,333,808.9,933.7,7.3,28899,1316.2,133.7,7.9
2175,462.3,1019.4,6.6,335,804.5,933.4,7.3,28974,1320.1,133.7,7.9
2203,461.5,1019.4,6.6,311,850.9,933.3,7.2,29075,1322.1,133.7,7.9
2224,458.6,1019.4,6.6,329,824.3,933.3,7.1,29194,1323.8,133.7,7.9
2242,459.1,1019.4,6.6,325,836.6,933.4,7.1,29275,1326.8,133.8,7.9
2261,459.2,1019.4,6.6,317,879.4,933.3,7.1,29380,1328.2,133.8,7.9
2281,455.9,1019.4,6.6,332,858.8,933.1,7.0,29474,1330.9,133.8,7.9
2301,455.2,1019.3,6.6,332,899.7,933.3,7.1,29544,1333.8,133.8,7.9
2319,456.1,1019.3,6.6,325,940.7,933.5,7.0,29656,1334.5,133.9,7.9
2340,454.7,1019.3,6.6,344,905.4,933.7,7.0,29765,1335.9,133.9,7.9
2362,453.2,1019.3,6.6,355,907.9,933.6,6.9,29827,1339.4,133.9,7.9
2381,453.9,1019.2,6.6,363,916.0,933.7,6.9,29917,1340.9,134.0,7.9
2416,449.9,1019.2,6.6,375,881.9,933.9,7.0,30007,1343.3,134.0,7.9
2442,453.0,1019.1,6.6,355,878.1,933.8,6.9,30083,1345.3,134.1,7.9
2464,451.6,1019.1,6.6,360,895.3,933.9,6.9,30196,1345.7,134.1,7.9
2491,448.6,1019.0,6.6,363,900.5,933.9,6.9,30296,1347.0,134.1,7.9
2510,450.2,1019.0,6.6,372,898.2,934.1,6.9,30353,1350.2,134.2,7.9
2538,447.2,1019.0,6.6,374,951.9,934.0,6.9,30455,1350.3,134.2,7.9
2558,446.2,1018.9,6.6,405,909.2,934.2,7.0,30539,1352.3,134.3,7.9
2576,449.2,1018.9,6.6,401,915.1,934.2,7.0,30580,1355.3,134.3,8.0
2606,445.5,1018.8,6.6,423,899.0,934.3,7.0,30685,1355.9,134.4,8.0
2633,447.5,1018.8,6.6,423,876.3,934.3,7.0,30758,1358.5,134.4,8.0
2656,446.2,1018.8,6.6,432,895.4,934.3,7.0,30811,1361.3,134.5,8.0
2681,445.2,1018.7,6.6,459,876.2,934.3,7.0,30882,1363.5,134.6,8.0
2701,446.5,1018.7,6.6,473,860.0,934.2,7.0,30937,1366.2,134.6,8.0
2718,448.3,1018.7,6.6,483,847.2,934.2,6.9,31009,1368.2,134.7,8.0
2732,452.3,1018.6,6.6,482,832.0,934.2,7.0,31082,1370.9,134.7,8.0
2755,451.5,1018.6,6.6,485,843.6,934.3,7.0,31152,1374.1,134.7,8.0
2783,450.9,1018.6,6.6,480,844.7,934.4,7.1,31247,1376.4,134.8,8.0
2806,450.9,1018.5,6.5,471,839.8,934.6,7.2,31345,1378.8,134.8,8.0
2828,450.5,1018.5,6.5,466,846.5,934.6,7.2,31429,1381.3,134.9,8.0
2851,450.5,1018.5,6.5,463,861.0,934.7,7.4,31519,1383.8,134.9,8.0
2874,450.4,1018.4,6.5,469,864.9,934.7,7.4,31607,1385.7,134.9,8.0
2892,449.7,1018.5,6.5,469,864.8,934.7,7.5,31669,1389.6,135.0,8.0
2916,451.5,1018.4,6.5,469,830.3,934.8,7.5,31762,1392.2,135.0,8.0
2930,451.5,1018.4,6.5,472,834.1,934.9,7.5,31832,1395.8,135.1,8.1
2952,453.0,1018.4,6.5,465,836.7,935.0,7.5,31932,1397.9,135.1,8.1
2975,451.9,1018.4,6.5,474,854.5,935.0,7.5,32024,1399.6,135.2,8.1
2992,452.8,1018.3,6.5,473,887.5,935.1,7.5,32090,1402.1,135.2,8.1
3013,452.1,1018.3,6.5,482,923.6,935.2,7.5,32134,1405.0,135.3,8.1
3037,450.6,1018.3,6.5,511,923.7,935.3,7.5,32218,1406.1,135.3,8.1
3056,450.9,1018.3,6.5,519,931.8,935.5,7.5,32272,1408.1,135.4,8.1
3078,450.1,1018.3,6.5,544,897.0,935.7,7.5,32332,1410.9,135.4,8.1
3101,451.8,1018.3,6.5,538,916.4,935.7,7.5,32420,1411.8,135.5,8.1
3134,449.7,1018.3,6.5,556,915.0,935.9,7.5,32496,1412.9,135.5,8.1
3161,450.1,1018.3,6.5,561,929.6,935.9,7.4,32538,1415.6,135.5,8.1
3196,448.1,1018.3,6.5,565,936.8,936.0,7.4,32625,1416.2,135.6,8.1
3228,449.1,1018.3,6.5,564,930.8,936.1,7.4,32688,1417.7,135.6,8.1
3256,449.8,1018.3,6.5,567,931.8,936.1,7.5,32752,1418.6,135.7,8.1
3274,452.9,1018.3,6.5,553,947.8,936.1,7.5,32862,1418.1,135.7,8.1
3298,452.4,1018.3,6.5,556,961.1,936.1,7.5,32930,1418.9,135.8,8.1
3330,452.0,1018.3,6.5,555,941.1,936.2,7.5,32981,1421.4,135.8,8.1
3355,452.6,1018.3,6.5,552,951.3,936.2,7.5,33069,1421.9,135.8,8.1
3382,455.6,1018.3,6.5,550,921.1,936.2,7.5,33162,1422.0,135.9,8.1
3422,454.5,1018.3,6.5,538,935.1,936.2,7.5,33229,1423.3,135.9,8.1
3461,454.9,1018.3,6.5,514,938.9,936.2,7.5,33319,1424.4,135.9,8.1
3502,456.2,1018.3,6.5,484,957.7,936.4,7.6,33395,1425.5,135.9,8.1
3542,456.7,1018.4,6.5,453,929.2,936.5,7.7,33480,1427.2,135.9,8.1
3587,452.2,1018.3,6.5,456,914.3,936.8,7.7,33573,1428.9,136.0,8.1
3621,451.2,1018.3,6.5,446,900.2,936.9,7.8,33659,1430.7,136.0,8.1
3647,452.5,1018.3,6.5,421,885.3,936.9,7.9,33756,1433.2,136.0,8.1
3672,451.0,1018.3,6.5,414,915.0,937.0,7.9,33871,1434.7,136.0,8.1
3702,449.6,1018.3,6.5,408,890.4,937.1,8.0,34003,1435.6,136.0,8.1
3732,447.2,1018.3,6.5,404,880.4,937.1,8.0,34092,1438.5,136.0,8.2
3748,449.4,1018.3,6.5,386,849.7,937.0,8.0,34187,1441.7,136.0,8.2
3774,446.4,1018.3,6.5,389,833.8,937.1,8.1,34307,1444.0,136.0,8.2
3796,444.8,1018.2,6.5,384,831.5,936.9,8.1,34419,1446.4,136.0,8.2
3806,446.2,1018.2,6.5,376,835.3,937.0,8.2,34527,1448.8,136.0,8.2
3827,443.9,1018.2,6.5,384,830.3,937.0,8.3,34657,1450.8,136.0,8.2
3849,443.0,1018.3,6.5,365,878.4,936.8,8.2,34734,1454.5,136.0,8.2
3866,442.9,1018.3,6.5,357,882.9,936.7,8.3,34859,1456.0,136.0,8.2
3882,441.5,1018.3,6.5,363,886.9,936.6,8.3,34955,1458.8,136.0,8.2
3898,441.1,1018.3,6.5,358,920.3,936.6,8.3,35029,1462.0,136.0,8.2
3917,440.1,1018.3,6.5,374,914.2,936.7,8.4,35125,1464.5,136.0,8.2
3933,439.4,1018.3,6.5,387,920.5,936.6,8.4,35239,1465.7,136.0,8.2
3951,438.6,1018.3,6.5,395,916.3,936.4,8.4,35312,1468.4,136.0,8.2
3971,437.9,1018.3,6.5,414,880.2,936.5,8.4,35413,1470.5,136.0,8.2
3997,436.8,1018.3,6.5,410,951.5,936.4,8.4,35480,1472.5,136.0,8.2
4016,438.6,1018.3,6.5,399,993.2,936.4,8.4,35565,1473.8,136.0,8.2
4038,438.9,1018.3,6.5,405,955.8,936.5,8.5,35655,1475.3,136.0,8.2
4060,438.8,1018.3,6.5,408,921.2,936.2,8.4,35750,1477.0,136.0,8.2
4087,438.5,1018.3,6.5,400,946.6,936.2,8.4,35854,1477.9,136.0,8.2
4100,441.4,1018.3,6.5,379,954.0,936.1,8.3,35963,1479.5,136.1,8.2
4129,439.1,1018.3,6.5,378,931.5,936.1,8.3,36080,1481.3,136.1,8.2
4151,438.8,1018.3,6.5,375,920.9,936.3,8.1,36204,1482.7,136.1,8.2
4162,439.8,1018.3,6.5,373,899.5,936.4,8.1,36337,1483.8,136.1,8.2
4186,438.7,1018.3,6.5,376,882.2,936.2,8.0,36448,1485.5,136.1,8.2
4209,437.4,1018.3,6.5,373,876.5,936.5,7.7,36567,1487.3,136.1,8.2
4233,436.7,1018.4,6.5,365,882.8,936.5,7.7,36661,1489.9,136.1,8.2
4253,436.0,1018.3,6.5,372,892.5,936.6,7.5,36764,1492.0,136.2,8.2
4271,435.3,1018.3,6.5,375,923.6,936.7,7.5,36882,1492.5,136.2,8.2
4295,433.9,1018.3,6.5,392,923.3,936.6,7.5,36999,1493.6,136.2,8.2
4311,433.9,1018.3,6.5,385,980.1,936.7,7.4,37109,1494.3,136.2,8.2
4331,433.8,1018.3,6.5,378,987.0,936.7,7.5,37241,1494.7,136.2,8.2
4361,433.6,1018.3,6.5,363,1004.8,936.7,7.4,37371,1495.0,136.3,8.2
4382,434.9,1018.2,6.5,353,1006.5,936.8,7.4,37473,1496.2,136.3,8.2
4404,434.0,1018.2,6.5,343,1036.4,936.9,7.4,37609,1496.6,136.3,8.2
4425,434.5,1018.2,6.5,349,980.4,937.0,7.3,37760,1496.3,136.3,8.2
4444,434.4,1018.1,6.5,348,959.5,937.0,7.3,37880,1498.0,136.3,8.2
4447,435.6,1018.1,6.5,371,926.7,937.2,7.3,38005,1499.2,136.4,8.2
4453,435.4,1018.1,6.5,369,1017.0,937.1,7.4,38128,1499.7,136.4,8.2
4467,435.2,1018.0,6.5,390,965.9,937.3,7.3,38256,1501.0,136.4,8.2
4487,434.0,1018.0,6.5,397,978.8,937.4,7.3,38379,1502.0,136.4,8.2
4498,434.7,1018.0,6.5,405,1001.3,937.4,7.4,38486,1503.3,136.5,8.2
4513,435.1,1017.9,6.5,410,984.6,937.6,7.4,38618,1504.0,136.5,8.2
4523,435.9,1017.9,6.5,411,1018.2,937.7,7.5,38743,1504.4,136.5,8.2
4548,435.8,1017.8,6.5,415,1038.7,937.7,7.5,38863,1504.9,136.6,8.2
4568,436.5,1017.7,6.5,404,1057.7,937.9,7.6,38988,1505.9,136.6,8.2
4582,435.8,1017.7,6.5,428,1076.4,937.9,7.7,39108,1506.2,136.6,8.3
4593,436.3,1017.7,6.5,453,1055.7,937.9,7.7,39217,1507.6,136.6,8.3
4618,436.3,1017.6,6.5,467,1002.4,938.0,7.8,39319,1509.0,136.6,8.3
4639,436.7,1017.5,6.5,481,1007.4,938.1,7.9,39406,1510.4,136.7,8.3
4655,436.7,1017.5,6.5,515,998.0,938.3,8.0,39516,1511.0,136.7,8.3
4677,438.0,1017.4,6.5,533,1027.7,938.3,8.1,39584,1512.3,136.7,8.3
4710,437.4,1017.4,6.5,543,1021.2,938.3,8.1,39689,1512.8,136.7,8.3
4743,438.3,1017.4,6.5,531,1031.1,938.5,8.2,39783,1513.2,136.7,8.3
4774,439.8,1017.3,6.5,530,1002.4,938.7,8.3,39879,1514.4,136.7,8.3
4801,440.4,1017.3,6.5,544,939.6,938.8,8.3,39980,1516.2,136.8,8.3
4814,443.7,1017.3,6.5,528,945.5,938.8,8.3,40114,1516.4,136.8,8.3
4856,441.3,1017.2,6.5,543,940.4,938.7,8.4,40225,1517.1,136.8,8.3
4886,442.4,1017.2,6.5,541,960.8,938.5,8.4,40336,1517.1,136.8,8.4
4918,442.8,1017.2,6.5,526,976.5,938.2,8.5,40460,1517.3,136.8,8.4
4944,443.6,1017.2,6.5,525,961.4,938.2,8.5,40536,1520.0,136.8,8.4
4987,443.5,1017.2,6.5,532,925.2,938.2,8.6,40638,1521.3,136.8,8.4
5019,443.1,1017.1,6.6,530,968.9,938.1,8.6,40727,1522.5,136.8,8.4
5036,446.1,1017.1,6.5,522,990.5,938.0,8.7,40826,1523.0,136.9,8.4
5052,447.1,1017.1,6.6,536,983.4,938.3,8.8,40920,1524.0,136.9,8.4
5080,445.5,1017.1,6.6,566,998.0,938.3,8.9,41041,1523.1,136.9,8.4
5113,444.3,1017.0,6.6,595,992.7,938.4,9.1,41129,1524.4,136.9,8.4
